ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037121020,3741,North Hollywood,-118.4020625,34.2121219,62.91,97,95-100% (highest scores),0.055,12.05,21.73,618.05,0.03,1031.72,2025.76,13.2,29.5,0.29,0,2,62.02,78.9,7.55,13.7,35.3,14.4,38.5,8.8,25.9,79.41,12.5,78.4,9.1,59.6,26.8,1.6,0.1,9.9,2,10,20,300048,127,International Marketplace
06037121101,2932,Sun Valley,-118.3654295,34.224417,52.91,91,90-95%,0.055,12.05,20.4,618.05,0,1090.72,1871.37,4,2.2,0.2,6,3,57.84,77.04,5.69,8.41,29.8,18.6,49.7,11.1,23.4,71.61,14.4,78.2,7.4,69.6,17.2,2,0.2,9.8,1.3,10,19,251197,98,International Marketplace
06037121102,2721,Sun Valley,-118.3841883,34.2375326,46.14,84,80-85%,0.055,11.63,19.64,618.05,0,984.44,1020.77,56.65,23.7,4.53,7,65.9,67.98,69.26,4.26,7.86,28.2,3.6,44.2,8.2,19.7,53.13,13.1,76,10.9,57.8,34,0.9,0.1,5.7,1.4,9,17,234636,84,Urban Villages
06037121210,3122,Pacoima,-118.4039928,34.2402959,54.65,93,90-95%,0.055,11.63,23.31,618.05,0,937.44,2669.96,21.5,15.2,0.66,4,6.7,66.11,75.95,4.75,8.17,35.8,13.8,42,9.2,25.8,64.71,12.9,75.4,11.7,70.7,11,1.1,0.3,16,1,10,19,184629,86,Urban Villages
06037121221,2365,Sun Valley,-118.3955564,34.2276073,48.34,87,85-90%,0.055,12.05,23.29,618.05,0,997.33,2354.88,12,1.5,0.27,4,6.1,61.49,77.04,2.93,8.41,40.2,14.5,39.7,12.9,24.5,61.54,13.4,77.7,8.9,83.3,7.7,1.2,0.2,6.3,1.4,9,18,135793,64,Urban Villages
06037121222,5293,Sun Valley,-118.3919494,34.2321411,67.39,99,95-100% (highest scores),0.055,12.05,23.31,618.05,0,1022.93,2055.12,18.25,2.6,0.98,4,26.65,65.21,77.04,7.03,8.41,41.4,16.7,70.8,11.6,41.8,80.91,19.2,75.9,4.9,85,6.5,3.1,0.1,4.4,0.9,10,20,262280,151,Las Casas
06037121600,3005,North Hollywood,-118.4105915,34.211069,48.03,87,85-90%,0.055,11.63,21.73,618.05,0.024,1009.45,2535.48,12.6,12.45,0.97,4,1.2,62.54,78.9,4.71,13.7,13.1,11.3,20.2,6.1,22.6,60.12,10,75.3,14.7,36.1,36.8,1.8,0.1,22.4,2.8,9,18,339587,102,Pleasantville
06037121801,3942,North Hollywood,-118.3928771,34.2114871,53.46,92,90-95%,0.055,12.05,21.73,618.05,0.013,1077.32,943.61,13.7,13.75,0.1,0,2.4,56.25,78.9,3.44,13.7,40.6,19.8,61.8,11.3,37.6,74.4,16.5,78.4,5.1,75.8,13.2,3.6,0.3,5.5,1.6,10,19,258290,120,NeWest Residents
06037121802,3525,North Hollywood,-118.3913647,34.2192112,56.11,94,90-95%,0.055,12.05,21.9,618.05,0.009,1040.74,1170.04,12.5,11.5,0.36,0,8.5,60.59,67.25,4.82,10.72,32,13.3,56.7,18.2,20.6,72.49,13.3,78.6,8.1,67.7,17.3,5.6,0.2,8,1.2,10,19,159317,94,Urban Villages
06037121900,4110,Sun Valley,-118.3831998,34.217858,56.98,95,90-95%,0.055,12.05,21.98,618.05,0.009,1082.73,1706.33,12.25,19.3,0.98,0,35.4,64.75,63.37,6.75,10.32,39,14.1,41.1,4.3,21.4,68.9,12.7,78.6,8.7,78.8,13,0.9,0.5,5.7,1.1,10,19,238109,116,Urban Villages
06037122000,5446,North Hollywood,-118.4183782,34.2147689,62.6,97,95-100% (highest scores),0.055,11.63,21.3,618.05,0.001,974.7,2435.26,18,21,2.4,4,7.5,67.18,70.59,5.15,11.71,24.1,14.4,39.1,14.6,24.6,72.95,10.1,76,13.9,36.5,41.5,1.2,0.4,18.2,2.3,10,20,403287,141,Urban Villages
06037122120,5000,Sun Valley,-118.3719094,34.2107757,50.69,90,85-90%,0.055,12.05,39.66,618.05,0,1167.67,1210.81,13,6.45,0.17,0,5.6,59.91,77.04,4.79,8.41,36.1,12.2,48.3,8.5,30.7,66.25,16,76.3,7.7,86.1,7.3,0.7,0.2,4.9,0.8,9,18,269087,174,Las Casas
06037122121,2833,Sun Valley,-118.3705556,34.2142143,63.23,98,95-100% (highest scores),0.055,12.05,39.93,618.05,0,1150.1,970.75,16,6,0.14,6,9.5,64.14,77.04,6.25,8.41,45.5,20.5,48.1,11.8,30.2,77.17,14,78.2,7.8,79.4,10,1.3,0,8.3,1,10,20,158588,91,Las Casas
06037122122,2439,Sun Valley,-118.3736105,34.2197648,66.51,99,95-100% (highest scores),0.055,12.05,37.28,618.05,0,1100.16,1625.33,16,11.5,0.64,6,21.8,69.56,77.04,5,8.41,50.4,14.8,55.4,14.8,40.2,74.86,15.9,77.4,6.7,80.3,12.6,4.4,0.3,1.7,0.6,10,20,131994,92,Las Casas
06037122200,4141,Sun Valley,-118.3594527,34.2143159,59.48,96,95-100% (highest scores),0.055,12.05,41.37,683.73,0,1177.61,1508.63,16.4,47.3,0.69,6,1.5,69.32,76.89,3.78,8.4,40.6,23.3,47.7,10.8,36.8,67.17,15.9,77.4,6.7,86.4,8.9,0.7,0.1,3.1,0.8,10,20,243375,146,Las Casas
06037122410,3794,North Hollywood,-118.3919739,34.2044832,66.93,99,95-100% (highest scores),0.055,12.05,21.73,618.05,0.003,1121.26,808.32,16.5,45,0.4,0,3.5,60.36,78.9,5.37,13.7,47.1,29.6,73.8,16.5,34.2,86.8,17.2,75.2,7.6,83.2,7.6,4.6,0,3.3,1.2,10,20,219051,102,NeWest Residents
06037122420,5050,North Hollywood,-118.3832842,34.20361,66.04,99,95-100% (highest scores),0.055,12.05,21.73,618.05,0.002,1156.1,969.19,13.05,40,1.03,0,3.5,61.54,71.23,7.22,12.13,41.1,26.2,57.4,9.8,31.1,84.01,16.3,76.5,7.2,79.9,9.3,3.1,0.1,6.4,1.2,10,20,306960,161,Las Casas
06037123010,4580,Sun Valley,-118.3745717,34.2027436,62.33,97,95-100% (highest scores),0.055,12.05,39.09,618.05,0,1197.57,1010.75,12.5,27,0.88,0,4.7,63.46,73.24,6.56,8.12,46.2,31.3,63,10.4,23.2,76.88,18.2,76.7,5.1,90.4,5.2,0.9,0.2,2.2,1,10,20,209387,150,Las Casas
06037123020,3432,Sun Valley,-118.3664946,34.2047368,57.47,95,90-95%,0.055,12.05,41.37,682.72,0,1210.87,1064.22,14.8,23.5,0.42,0,1.5,62.13,65.77,6.59,7.35,40.6,29.1,43.8,9.6,29.4,72.42,15.1,77.8,7.1,88,6.4,0.6,0,4.3,0.8,10,19,190329,116,Las Casas
06037123103,4165,North Hollywood,-118.365403,34.192132,50.52,89,85-90%,0.055,12.05,40.99,686.22,0,1311.19,983.7,17.5,26.25,0.48,0,2.5,63.63,42.38,5.32,7.69,30.3,19.2,62.6,9.6,22,62.16,14.8,77.9,7.3,62.1,25.4,2.8,0.1,7.4,2.3,9,18,422180,150,International Marketplace
06037123104,4596,North Hollywood,-118.3650028,34.1828906,45.66,84,80-85%,0.055,12.05,25.19,660.48,0,1347.85,809.67,13,2,0.12,0,1,52.06,56.44,4.87,10.4,35,20.8,44.1,8.9,30.2,68.66,12.9,77.4,9.7,63.6,24.6,3.5,0.3,5.4,2.5,9,17,438647,180,International Marketplace
06037123203,3765,North Hollywood,-118.3916113,34.1967006,58.6,96,95-100% (highest scores),0.055,12.05,21.73,618.05,0,1161.17,854.59,20.25,40.8,0.35,0,2,59.35,60.29,4.59,10.66,41.5,30,67.6,15.6,35.6,77.29,17.3,78.6,4.1,81.8,9.3,4,0.1,3.3,1.5,10,20,241410,116,NeWest Residents
06037123204,3449,North Hollywood,-118.3943295,34.193936,58.69,96,95-100% (highest scores),0.055,12.05,21.73,618.05,0,1164.58,1087.32,17.5,20.5,0.24,0,1.5,57.86,68.36,5.33,11.98,36.3,23.2,60.5,11.2,34.4,79.42,17.4,77.5,5.1,77.6,13.5,3.9,0.1,3.5,1.4,10,20,251699,99,NeWest Residents
06037123205,2645,North Hollywood,-118.3835614,34.1945637,57.08,95,90-95%,0.055,12.05,21.73,618.05,0,1212.39,989.18,14.3,25,0.43,0,3.7,59.96,62.29,5.17,11.45,47.1,21.9,51.1,8.7,31,74.53,16.7,78.6,4.7,82.9,10.8,2.3,0.1,2.7,1.2,10,19,170146,92,Las Casas
06037123206,2945,North Hollywood,-118.3748665,34.1937075,65.93,98,95-100% (highest scores),0.055,12.05,40.01,618.05,0,1257.99,1078.75,17,27.3,0.3,0,4.5,63.3,61.15,6.25,11.23,44,31.9,64.6,10.4,30.2,81.54,14.7,77.6,7.7,85,8.7,2.4,0.1,3.2,0.6,10,20,170640,105,Las Casas
06037123301,4559,North Hollywood,-118.4001225,34.2003101,53.81,92,90-95%,0.055,12.05,21.73,618.05,0.004,1107.13,1730.27,21.5,62.55,0.32,0,2.5,63.2,56.64,7.57,10,16.8,10.5,34.9,8.7,20.7,66.65,11.4,79.8,8.8,45.6,22.6,4.7,0.2,25,1.8,10,19,493387,183,City Lights
06037123303,3301,North Hollywood,-118.4116037,34.1972751,56.56,94,90-95%,0.055,12.05,21.73,618.05,0,1072.68,1645.29,6,15,0.27,4,1.5,59.8,57.91,5.64,10.23,27.5,21.2,55.2,9.9,33.1,74.05,13.3,78.2,8.5,60.2,26.5,3,0,7.8,2.5,10,19,275853,129,International Marketplace
06037123304,4687,North Hollywood,-118.4060882,34.1965389,63.9,98,95-100% (highest scores),0.055,12.05,21.73,618.05,0,1092.16,2333.92,13.45,35.3,0.32,4,2,64.8,56.33,5.68,9.97,22.6,27.1,58.4,18.8,30.2,77.19,12.2,72.4,15.4,50.8,39.2,3.2,0.1,4.4,2.2,10,20,423523,166,International Marketplace
06037123410,4247,North Hollywood,-118.4214325,34.1993793,54.71,93,90-95%,0.055,11.21,20.48,618.05,0,1044.91,1656.55,2,15,0.27,4,5.2,58.92,48.97,5.34,8.64,37,33.3,62.3,12.3,36.5,72.69,13.5,76.4,10.1,57.2,31.8,2.9,0.1,6,2,10,19,329724,149,International Marketplace
06037123420,4638,North Hollywood,-118.4146718,34.193033,50.3,89,85-90%,0.055,11.63,22.11,618.05,0,1075.77,1692.82,2.2,8.5,0.28,4,1.75,56.41,59.5,2.87,10.73,36,29.9,55.4,15.1,35.2,69.81,15,76.9,8.1,56.9,32.8,2,0.2,6.2,1.9,9,18,361845,159,International Marketplace
06037123510,4753,Van Nuys,-118.4290714,34.1953384,50.45,89,85-90%,0.055,11.21,18.11,618.05,0,993.24,1315.05,2,15,0.57,4,2.5,57.14,44.2,5.91,8.42,26.6,28,49.4,12.4,27.5,69.12,13,74.1,12.9,49.9,37.1,2.8,0.1,7.8,2.2,9,18,518313,190,International Marketplace
06037123520,2567,Van Nuys,-118.423608,34.1884912,36.33,70,70-75%,0.055,11.63,21.62,618.05,0,1040.32,1525.16,0,1,0.01,4,0.5,46.22,54.05,2.93,13.07,19.6,11.8,52.4,9.1,33,61.54,11.7,78.5,9.8,51.7,38.1,2.6,0.2,4.8,2.6,8,15,249847,110,International Marketplace
06037123601,4995,Van Nuys,-118.4162038,34.1774941,28.81,57,55-60%,0.055,11.63,28.49,618.05,0,1099.54,1012.16,0,0,0.2,6,0,49.08,33.69,3.71,7.75,17.3,17.4,31.5,7.4,25.6,45.94,10.3,76.1,13.6,33.3,55.3,4.1,0.2,4.8,2.4,6,12,602737,192,International Marketplace
06037123602,3332,Van Nuys,-118.4263255,34.1812199,36.87,72,70-75%,0.055,11.21,25.75,618.05,0,1060.07,1292.67,0,0,0.08,4,0,46.36,57.53,3.09,14.06,18.6,13.9,50.7,7.7,34.4,62.25,11.3,75.9,12.8,38,49.9,3,0.2,6.3,2.6,8,15,488735,132,International Marketplace
06037123700,4114,North Hollywood,-118.4095169,34.1848596,35.46,69,65-70%,0.055,12.05,26.75,618.05,0,1126.39,1355.59,6.2,0.75,0.12,4,0.2,53.54,50.18,2.8,9.4,10.1,15.3,30.4,12.9,21.2,51.85,11.5,75.2,13.3,29.5,56.7,3.1,0.1,7.9,2.8,7,14,495498,140,City Lights
06037123800,5531,North Hollywood,-118.4014361,34.1797368,40.56,77,75-80%,0.055,12.05,28.03,618.05,0,1173.28,1842.38,6.5,3,0.01,4,0.2,53.23,39.61,5.69,7.92,12.3,8.1,37.7,14.6,32.2,59.66,11.1,78,10.9,27,60.4,4.4,0.3,5.2,2.7,8,16,808758,180,City Lights
06037123901,4500,North Hollywood,-118.3938003,34.1854544,47.2,86,85-90%,0.055,12.05,25.96,618.05,0,1201.34,1633.6,13.6,4.5,0.06,0,1.2,54.32,65.25,4.95,12.07,24.3,15,44.5,6.4,30.8,68.02,12.6,78.9,8.5,54.7,33.3,4.2,0.2,5.4,2.1,9,18,503476,177,International Marketplace
06037123902,2561,Valley Village,-118.3922288,34.1758783,22.46,44,40-45%,0.053,12.05,28.49,618.05,0.022,1229.81,1963.57,3,1.75,0.04,0,0.2,49.58,33.01,3.72,6.57,6.2,6.6,25.5,9.6,20,35.45,9.8,80.2,10,29.6,51.3,4.8,0.3,10.8,3.2,5,9,423216,82,Trendsetters
06037124000,4550,Valley Village,-118.4045529,34.1619336,24.27,48,45-50%,0.053,12.05,28.49,618.05,0,1190.19,1455.62,0,0,0.02,6,0,47.92,38.37,4.47,8.15,5.4,1.8,16.8,13.1,18,39.64,10.8,74.8,14.4,12.1,76.5,3.5,0.1,4.4,3.4,5,10,1154770,153,Urban Chic
06037124102,3549,North Hollywood,-118.3833988,34.1757824,37.26,72,70-75%,0.053,12.05,28.49,618.05,0.023,1276.31,1320.14,12.1,6,0.12,0,0.2,54.86,55.11,4.01,8.6,20.9,19,46.5,4.7,20.2,53.17,12.4,80.9,6.7,53.2,31.6,5.6,0.1,6.3,3.1,8,15,434806,125,Trendsetters
06037124103,2030,North Hollywood,-118.3834122,34.1884919,62.29,97,95-100% (highest scores),0.055,12.05,22.13,618.05,0,1249.72,1224.33,13.1,5.3,0.1,0,2.2,54.79,70.64,7.11,13.05,45.3,21.8,64.2,18.1,31.9,88.99,14.9,77.9,7.2,75,18.3,1.8,0.1,3.6,1.2,10,20,154951,67,International Marketplace
06037124104,2439,North Hollywood,-118.38341,34.1848613,55.89,94,90-95%,0.055,12.05,28.49,618.05,0,1248.61,1196.87,12.2,0.3,0.04,0,2,52.18,70.64,8.11,13.05,29.3,18.7,57.5,12.1,26.1,83.85,13.1,78.1,8.8,60.3,27.1,6.7,0.2,3.5,2.2,10,19,242096,70,NeWest Residents
06037124105,2658,North Hollywood,-118.3834061,34.1812289,42.45,79,75-80%,0.055,12.05,28.49,618.05,0,1269.51,966.5,12,0.3,0.01,0,1,49.46,35.62,6.87,6.2,27.4,27.4,59,14.5,31.2,67.19,14.6,79.4,6,60.3,29.2,4.1,0.1,4.2,2.1,8,16,246974,102,International Marketplace
06037124201,3506,North Hollywood,-118.3746763,34.1848664,51.93,91,90-95%,0.055,12.05,30.09,618.05,0,1297.17,1064.59,14.5,9.5,0.12,0,3,58.32,58.36,7.55,10.65,25,14.3,26,7.8,25.2,69.71,11.5,78.1,10.4,57.9,30.6,2.4,0.1,6.9,2.1,10,19,354242,126,City Lights
06037124203,2748,North Hollywood,-118.374665,34.1776041,43.91,81,80-85%,0.053,12.05,24.94,618.05,0,1315.7,938.84,12.1,3.5,0.04,0,0.7,49.97,54.84,5.33,8.57,36.7,16.1,53,10,31.5,68.8,14.5,79.7,5.8,75.7,16.2,2.4,0.4,3.8,1.5,9,17,205428,90,International Marketplace
06037124204,3071,North Hollywood,-118.3746553,34.1739725,52.82,91,90-95%,0.053,12.05,24.9,618.05,0.001,1333,1026.28,12.5,10,0.1,0,1.25,54.86,57.11,7.28,8.88,26.6,14.6,59.8,11,33.2,75.36,12.8,82.4,4.8,63.9,23.2,4.7,0.3,5.7,2.3,10,19,252453,125,International Marketplace
06037124300,4046,North Hollywood,-118.3642963,34.1757378,38.88,74,70-75%,0.053,12.05,24.89,685.06,0,1380.93,784.58,13.5,6,0.04,0,2.7,53.56,42.55,5.06,6.83,34.3,12.8,37.3,9.8,27.9,56.83,13.1,78.6,8.3,69.6,22,2.5,0.2,4.4,1.3,8,15,368855,160,International Marketplace
06037124400,4192,Valley Village,-118.4114177,34.1739658,28.88,58,55-60%,0.053,12.05,28.49,618.05,0,1146.28,762.08,0,0.3,0.15,4,0,47.38,34.51,4.75,7.45,12.3,8.8,29.8,8.4,30.4,47.71,13.9,73.4,12.7,19.6,71.1,3.3,0.2,3.5,2.3,6,12,625270,134,City Lights
06037124500,2779,Van Nuys,-118.4267703,34.1722741,29.02,58,55-60%,0.053,11.63,25.97,618.05,0,1074.3,743.82,0,0,0.07,6,0,44.72,57.53,2.43,14.06,6.9,4.1,25.5,9.8,26.5,50.79,9.9,77.3,12.8,22.5,63.8,3.5,0.4,6.6,3.3,6,12,527723,97,City Lights
06037124600,3123,Sherman Oaks,-118.4269321,34.1620692,24.19,48,45-50%,0.053,11.63,25.91,618.05,0,1092.85,2203.99,0,6.25,0.02,6,0,50.05,32.59,3.43,9.72,2.9,4.2,24.2,8.7,20.8,37.84,11.6,75.1,13.3,15.5,69,4.3,0.1,7.7,3.3,5,10,619624,109,Urban Chic
06037124700,4796,Sherman Oaks,-118.414869,34.1621485,16.95,30,30-35%,0.053,11.63,28.49,618.05,0,1136.98,2722.67,0,0.75,0.02,6,0,48.67,18.92,4.36,5.26,5,3.8,20.8,14.8,11.2,27.26,10.2,76.1,13.7,12.7,73.3,4.9,0.1,6,2.9,4,7,1151625,175,Urban Chic
06037124902,2766,Valley Village,-118.4008746,34.1702439,32.02,63,60-65%,0.053,12.05,28.49,618.05,0,1199.83,836.7,0,0,0.01,4,0,44.77,40.81,5.15,8.59,8.6,10.7,39.1,11,25.9,55.98,9.5,73,17.5,24.5,57.8,6.5,0.3,7.4,3.4,7,13,420171,84,Trendsetters
06037124903,3262,Valley Village,-118.4008675,34.1666099,32.71,64,60-65%,0.053,12.05,28.49,618.05,0,1198.66,759.94,0,0,0.01,6,0,45.24,40.81,4.74,8.59,9.7,7,39.3,16.1,32.1,56.6,7.3,81.2,11.5,20.5,64.3,6.3,0.3,4.6,4.1,7,13,441305,106,Trendsetters
06037125100,5431,Valley Village,-118.3921251,34.1648811,32.6,64,60-65%,0.053,12.05,28.49,618.05,0.018,1252.1,1459.41,0,1,0.11,6,0,51.76,31.61,5.79,6.24,8.7,11.1,34,15.8,17,49.31,9.3,81.9,8.8,19.4,64.4,6.8,0.2,5.7,3.5,7,13,1357004,183,Trendsetters
06037125200,3524,North Hollywood,-118.3839912,34.1656901,37.8,73,70-75%,0.053,12.05,28.44,618.05,0.018,1303.15,2298.63,1.4,11,0.2,6,0,58.34,42.28,5.34,6.75,14.2,6.6,32.9,10.7,21.9,50.73,9.6,82.3,8.1,30,54.5,5.1,0.7,6.2,3.5,8,15,642735,123,Trendsetters
06037125310,4750,North Hollywood,-118.366031,34.1695168,51.22,90,90-95%,0.053,12.05,24.89,687.46,0,1393.34,903.25,15.1,20,0.11,0,5,59.77,49.9,5.18,7.81,22.4,15.4,48.3,18.5,36.1,67.09,11.1,81.8,7.1,47.5,36.3,8,0.2,5.2,2.8,10,19,818146,157,Young and Restless
06037125320,4843,North Hollywood,-118.3701944,34.1666765,51.63,90,90-95%,0.053,12.05,24.89,618.05,0,1376.79,898.76,9.25,20,0.06,0,5,56.36,57.11,7.64,8.88,12.6,17.6,51.4,13.2,22,71.71,8.3,82.9,8.8,36.4,38.5,10,0.2,10.8,4.3,10,19,883477,214,Metro Renters
06037125401,4024,North Hollywood,-118.3743046,34.1626066,30.81,61,60-65%,0.053,12.05,24.89,618.05,0,1361.82,789.09,1.5,10,0.04,6,2.5,54.2,57.11,2.42,8.88,4,9,30.3,11.1,17,44.49,6,87.8,6.2,27.4,46.7,14.3,0.2,7.2,4.2,7,13,1116213,255,Metro Renters
06037125402,3544,North Hollywood,-118.3740062,34.1566827,31.08,61,60-65%,0.053,12.05,24.89,618.05,0,1381.86,2232.14,1.1,4.5,0.01,6,1.5,54.15,39.17,6,6.36,7.8,7.5,24.7,9.4,16,44.93,6.8,86,7.2,20,59.9,9.5,0.2,6.6,3.8,7,13,943598,146,Metro Renters
06037125501,3077,North Hollywood,-118.3657855,34.1622937,37.11,72,70-75%,0.053,12.05,24.89,618.05,0,1419.88,813.16,5.5,7,0.01,6,2.5,54.56,57.11,4.29,8.88,10.6,9.8,32.4,8.3,24.3,53.24,7.5,84.8,7.7,29.2,53.7,7.2,0.2,7.1,2.6,8,15,528531,104,Trendsetters
06037125502,3083,North Hollywood,-118.3655446,34.1566286,27.88,56,55-60%,0.053,12.05,24.89,618.05,0,1434.37,1763.11,1.3,11,0,6,0.9,53.81,37.03,1.56,6.23,7.3,5.3,46.2,14.9,25.5,40.56,6.1,87.4,6.5,16,63.3,7.9,0.3,8.3,4.2,6,12,678408,107,Trendsetters
06037125600,2657,North Hollywood,-118.3568613,34.1578941,33.28,65,65-70%,0.053,12.05,24.89,667.37,0,1487.15,2318.75,13.2,11,0.01,6,1.45,60.21,36.01,7.69,6.02,4.1,6.8,23.1,4.3,23.8,43.27,8.8,75.4,15.8,13.7,71.5,4.3,0.2,6.4,4,7,14,535079,87,Urban Chic
06037127102,4726,Van Nuys,-118.4445253,34.2060073,55.09,93,90-95%,0.055,11.21,18.09,618.05,0,857.85,1360.24,3,0,3.26,0,1.75,50.04,98.74,6.62,13.75,29.1,27.4,51.6,10.7,48.2,86.18,15.4,78.6,6,61.9,21.7,5.7,0.1,8.7,1.9,10,19,470830,193,International Marketplace
06037127103,2939,Van Nuys,-118.4301703,34.2043745,51.4,90,90-95%,0.055,11.21,18.09,618.05,0,949.03,1504.48,2,20,5.2,4,2.5,59.3,60.87,4.82,8.95,36.8,34,62.7,7.7,24.4,67.86,14.9,79.9,5.2,61.7,25.9,5.2,0,5.2,2,10,19,323505,114,International Marketplace
06037127104,3573,Van Nuys,-118.4357986,34.2051758,63.75,98,95-100% (highest scores),0.055,11.21,18.09,618.05,0,921.6,1502.57,2.2,7.5,5.56,4,1.25,55.98,98.74,7.67,13.75,25.9,19.2,54.3,21.8,31.5,89.15,13.7,77.8,8.5,52.5,32.4,4.6,0.2,8,2.4,10,20,404882,146,International Marketplace
06037127210,5531,Van Nuys,-118.4596472,34.2066365,54.34,93,90-95%,0.055,11.21,18.09,618.05,0,682.03,1081.85,8.6,0,1.19,0,10,53.32,98.58,7.08,13.73,26.8,19.3,47.3,9.6,19,79.78,14.8,76.4,8.8,61.7,20,6.1,0.1,10.4,1.7,10,19,549142,215,International Marketplace
06037127220,4931,Van Nuys,-118.4531264,34.2047824,58.66,96,95-100% (highest scores),0.055,11.21,18.09,618.05,0,747.61,1265.12,3.45,0,1.06,0,5,51.37,98.74,7.54,13.75,36.9,40.6,66.8,10.2,33.2,89.39,14.1,75.3,10.6,63.8,19.2,4.8,0.2,10.5,1.5,10,20,385752,199,International Marketplace
06037127300,4460,Van Nuys,-118.4697535,34.2084003,40.75,77,75-80%,0.057,11.21,31.34,618.05,0,674.89,2812.96,0.5,3.75,0.46,0,0.5,52.08,48.77,6.02,6.83,19.5,18,45.1,8.2,29,61.24,11.4,78.4,10.2,49,29.8,7.9,0.3,10,3.1,8,16,534849,165,Metro Fusion
06037127400,5818,Van Nuys,-118.4782103,34.2102531,64.88,98,95-100% (highest scores),0.057,10.79,31.67,618.05,0,756.11,2612,23.85,15.3,1.16,0,0,58.29,74.19,7.36,10.44,42,26.8,70.2,13.7,39,87.14,16.9,78.2,4.9,73.2,15.3,5,0.1,4.8,1.5,10,20,501919,198,International Marketplace
06037127520,4045,Van Nuys,-118.4697511,34.2184163,42.3,79,75-80%,0.057,11.21,31.67,618.05,0,703.21,2683.04,0.25,3.75,0.3,0,0,50.19,41,5.88,5.1,46.2,38.7,72.3,11.9,29.5,65.98,19.8,77.6,2.6,82,6.2,3,0.1,6.5,2.1,8,16,280663,117,NeWest Residents
06037127603,2938,Van Nuys,-118.4800026,34.1957245,40.7,77,75-80%,0.057,10.79,31.67,618.05,0,650.28,2887.59,7.25,0,0,0,0,45.98,74.19,2.77,10.44,29.4,30.4,60.5,13.7,26.9,69.29,16,79.1,4.9,74.5,14,4.3,0.3,5.8,1.1,8,16,231286,106,International Marketplace
06037127604,2939,Van Nuys,-118.479788,34.1993151,41.49,78,75-80%,0.057,10.79,31.67,618.05,0,650.74,1927.3,7.35,0,0,0,0,45.34,74.19,5.18,10.44,23.7,31.5,63.9,6.1,27.2,71.62,14.9,71.4,13.7,53.1,27.8,6.8,0.1,9.3,2.8,8,16,282288,128,International Marketplace
06037127605,3549,Van Nuys,-118.4847378,34.189727,56.39,94,90-95%,0.057,10.79,29.83,618.05,141.142,650.52,1554.01,15.4,0,0,8,0,58.72,74.19,5.57,10.44,25.9,19.7,62.3,8.9,28.7,75.17,15.7,80.7,3.6,72.7,14.2,5.9,0.1,5.9,1.3,10,19,317546,106,NeWest Residents
06037127606,3164,Van Nuys,-118.4777891,34.1902662,45.33,83,80-85%,0.057,11.21,29.96,618.05,0,665.53,3169.9,6.9,0,0.05,6,0,52.78,74.19,4.86,10.44,25.7,10.9,47.7,9.2,23.7,67.23,15.1,77.9,7,60.8,24.2,5.3,0.3,7.1,2.2,9,17,421855,124,International Marketplace
06037127711,3356,Van Nuys,-118.4698195,34.1879585,46.8,85,85-90%,0.057,11.21,28.06,618.05,0,703.5,3036.87,3,11.5,0.57,7,5.5,64.04,47.74,7.16,7.47,21.7,13.2,35.9,7.9,14.1,57.21,14.1,77.8,8.1,55.2,31.6,4.4,0.3,6.4,2.1,9,18,458537,126,International Marketplace
06037127712,2991,Van Nuys,-118.4700785,34.1974208,36.48,71,70-75%,0.057,11.21,30.78,618.05,0,667.61,2311.16,0.6,3.75,0.06,0,0,47.31,51.82,4.3,7.27,24.7,23,57.4,8.7,39.2,60.36,14.2,79.3,6.5,59.7,24.6,6.1,0.2,7.7,1.7,8,15,250430,118,International Marketplace
06037127803,4037,Van Nuys,-118.4530799,34.1975155,48.88,88,85-90%,0.055,11.21,18.09,618.05,0,738.56,1310.02,1.25,7.5,0.25,0,0,46.97,98.74,5.58,13.75,33.8,36.1,57.5,11.1,21.5,81.46,15,72.4,12.6,65.2,21.2,3.6,0.1,7.8,2.1,9,18,493197,195,International Marketplace
06037127804,3933,Van Nuys,-118.4618228,34.1974926,47.48,86,85-90%,0.055,11.21,18.09,618.05,0,683.38,1137.68,0.1,7.5,0.11,0,0,43.83,98.74,8.2,13.75,23.7,23.5,50,12.7,22.4,84.81,13.2,79.3,7.5,50.9,28,6.8,0.3,11.5,2.4,9,18,434780,166,International Marketplace
06037127805,3768,Van Nuys,-118.4576889,34.1921963,43.88,81,80-85%,0.055,11.21,18.09,618.05,0,716.98,1460.13,0.35,15,0.1,0,0.6,47.52,66.68,5.08,9.69,33.1,16.6,61.3,9.4,32.4,72.28,12.3,71.9,15.8,60.4,27.7,4.3,0.2,6,1.5,9,17,427519,147,International Marketplace
