ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037310501,3205,Burbank,-118.3394509,34.1946547,55.81,94,90-95%,0.055,12.05,40.66,710.19,0,1377.94,1483.04,23.8,103,1.02,6,0,68.18,38.06,7.36,6.63,21.1,16.5,43,13.4,27.8,64.08,12.3,80.8,6.9,57.7,27.8,2.7,0.2,9.2,2.3,10,19,545629,171,International Marketplace
06037310601,5716,Burbank,-118.3272409,34.1936348,46.61,85,80-85%,0.055,12.05,11.84,710.19,0,1430.97,1715.18,39.5,69.8,0.84,6,5.2,68.15,38.08,7.4,6.63,15,9.9,33.2,8.1,20.6,53.54,11.3,78.7,10,32.3,43.5,3.1,0.1,17.2,3.8,9,17,759377,179,City Lights
06037310602,2655,Burbank,-118.3179763,34.1920712,30.25,60,55-60%,0.055,12.05,8.92,710.19,0,1551.35,771.89,24,23.75,0.23,6,3.5,60.54,32.27,6.36,5.7,3.4,6.4,15,11.2,14.8,39.12,9.9,76.4,13.7,20.5,58.5,2.7,0,15.4,2.9,6,12,475855,96,Urban Chic
06037310701,2361,Burbank,-118.312844,34.1853923,39.35,75,75-80%,0.055,12.05,13.82,710.19,0,1651.3,1725.09,35.9,41.3,0.88,6,3.3,67.84,24.02,5.44,4.59,14.8,27.4,43.1,5.5,27.8,45.41,7.6,69.8,22.6,16.4,66.1,1.5,0.1,12.1,3.8,8,16,371158,90,City Lights
06037310702,7104,Burbank,-118.3067629,34.1811412,38.02,73,70-75%,0.055,12.05,26.58,710.19,0,1698.74,1710.65,28.1,53.2,2.77,6,5.3,72.81,31.3,3.66,5.91,12.4,25,36.1,5.2,30.4,40.88,7.1,72.4,20.5,14.5,65.3,3.5,0.2,12.6,4,8,15,1368825,250,Social Security Set
06037310703,5114,Burbank,-118.3002133,34.1758933,51.73,91,90-95%,0.055,12.05,28.51,884.78,0,1750.58,1711.15,17.65,72.8,2.95,8,5.8,74.9,32.34,4.69,6.31,13.7,15.5,45.8,17.4,30.7,54.07,9.6,79,11.4,17.9,66.4,2,0.1,8.8,4.8,10,19,747280,187,Downtown Melting Pot
06037310800,4909,Burbank,-118.3221829,34.1741488,40.05,76,75-80%,0.055,12.05,28.51,710.19,0,1685.91,1315.29,48.9,45.35,0.97,8,6,73.19,39.64,4.84,6.02,15.4,5.9,21.4,8.9,22.5,42.84,10.1,75.9,14,30.1,54,2,0.3,10.3,3.3,8,16,785168,175,Pleasantville
06037310900,6870,Burbank,-118.3309896,34.1813842,28.7,57,55-60%,0.055,12.05,26.05,710.19,0,1522.48,1064.11,48.25,35,0.64,6,5,70.06,44.44,4.12,6.62,9.1,3.5,17,3.8,18,32.07,10.8,75.8,13.4,31.9,52.8,1.5,0.3,11,2.6,6,12,994095,249,Pleasantville
06037311000,3755,Burbank,-118.344165,34.184898,28.62,57,55-60%,0.055,12.05,29.63,710.19,0,1423.45,992.5,14.1,25.15,0.27,6,0,62.53,38.07,5.88,6.7,8.4,7.5,19.2,3.1,6.8,35.82,10.6,78.3,11.1,32.2,51.2,1.8,0.2,12,2.6,6,12,680677,133,City Lights
06037311100,3897,Burbank,-118.3546268,34.1856903,34.6,68,65-70%,0.055,12.05,31.09,708.76,0,1380.91,970.37,17.4,37.6,0.38,6,0.2,64.46,40.63,5.24,7.25,14.9,2.3,21.6,9.3,14.7,42.02,10.6,76.3,13.1,39.1,45.7,1.8,0.3,10.8,2.3,7,14,581856,138,City Lights
06037311200,3138,Burbank,-118.3531198,34.1720062,26.16,52,50-55%,0.055,12.05,24.89,708.7,0,1446.49,1011.06,13,0,0,0,0.5,49.11,39.76,5.04,7.04,10.6,7.5,26.5,8,13.6,41.7,11.3,77,11.7,33,55.4,1.2,0.1,8.4,1.9,6,11,498220,103,Trendsetters
06037311300,3811,Burbank,-118.3431013,34.1741462,22.74,45,40-45%,0.055,12.05,24.89,710.19,0,1485.12,1039.88,12,0,0,0,0,47.72,39.81,4.76,7.05,7.8,3.5,22.4,5,20.8,37.3,12.1,74.5,13.4,25,60,1.8,0.5,10.3,2.5,5,9,694812,135,City Lights
06037311400,2274,Burbank,-118.349317,34.1622732,30.61,61,60-65%,0.053,12.05,24.89,705.77,0,1521.06,1112.47,13,0,0,6,0.5,53.34,36.43,6.41,6.39,7.2,5,17,10.8,18.8,44.92,11.2,74.4,14.4,16.6,70.4,1.5,0.2,8.3,3,7,13,401383,77,Urban Chic
06037311500,5633,Burbank,-118.3382685,34.1648374,32.22,64,60-65%,0.055,12.05,25.75,710.19,0,1568.98,1101.65,12,1.8,0.04,6,0.2,54.87,38.62,6.39,6.81,7,3.3,19.1,9.9,21.2,45.96,10.8,77.7,11.5,23.3,61,2.3,0.2,10.2,3,7,13,1114395,195,City Lights
06037311600,7249,Burbank,-118.3390315,34.1531211,30.59,61,60-65%,0.053,12.05,24.72,708.51,0,1663.62,1810.12,14.25,7,0.3,6,0.2,61.66,31.28,6.05,5.59,5.8,3.4,19.6,8.6,21.1,38.84,8.4,80.2,11.4,16,64.4,5.1,0.3,11.1,3.2,7,13,1775129,284,Metro Renters
06037311700,6137,Burbank,-118.3203385,34.1630509,30.16,60,55-60%,0.055,12.47,28.51,710.19,0,1801.09,1625.15,14.4,29.3,0.42,8,3.25,70.38,41.73,4.4,6.3,9.5,8.4,15.6,4.7,15.4,33.54,8.7,74.6,16.7,19.1,65.1,2.5,0.1,10.1,3.1,6,12,1099996,207,Urban Chic
06037311801,3033,Burbank,-118.306208,34.1661607,53.6,92,90-95%,0.055,12.47,28.51,708.97,0,1822.7,2200.01,15.55,72.75,1.46,8,5.25,73.98,46.27,5.5,7.83,18.6,7.4,38,10.7,21.6,56.72,10.8,81.1,8.1,43.6,40.9,4.1,0.1,8,3.2,10,19,451617,121,International Marketplace
06037311802,3813,Burbank,-118.3112874,34.1710001,50.99,90,85-90%,0.055,12.05,28.51,710.19,0,1763.19,2068.8,18.3,78.6,1.9,8,7.3,74.65,38.27,3.8,6.75,23.3,23.4,38.4,14.3,26.8,53.47,10.9,82.8,6.3,48.7,31,4.5,0.6,12.4,2.9,9,18,374719,150,International Marketplace
06037320000,0,Universal City,-118.3509328,34.1387609,,,,0.053,12.05,20.95,,0,1597.86,3359.09,30,15,1.01,6,2,66.09,0,,0,,,,,,,0,100,0,,,,,,,,,0,0,Top Tier
06037320100,7144,San Fernando,-118.4273952,34.2948569,32.91,65,60-65%,0.057,11.21,19.74,572.08,0,547.57,967.09,5.5,1,0.74,0,0.5,47.3,73.39,4.9,5.8,32.9,7.6,34.6,10.7,17.8,54.46,16.8,76.5,6.7,90.3,7.2,0.9,0.2,1,0.3,7,13,465010,180,Urban Villages
06037320201,3756,San Fernando,-118.4396292,34.2860283,40.11,76,75-80%,0.057,11.21,24.19,435.93,0,561.3,486.77,10.8,12.6,0.16,0,2.55,48.66,75.35,5.45,5.92,46.9,20.1,57.3,6,27.8,64.53,17.8,74.9,7.3,94,4.6,0.6,0.2,0.2,0.3,8,16,210226,134,Las Casas
06037320202,5797,San Fernando,-118.4345092,34.2897466,37.58,73,70-75%,0.057,11.21,24.01,564.08,0,556.77,825.91,7.2,5.6,0.3,0,1.5,50.35,72.81,6.57,5.77,43.6,21,33.9,7.1,10.8,58.44,14.8,76.5,8.7,89.5,7.5,0.5,0.4,1.4,0.7,8,15,399952,173,Urban Villages
06037320300,6948,San Fernando,-118.4458616,34.2821477,45.79,84,80-85%,0.057,11.21,24.19,572.34,0,558.42,479.68,9.05,9.8,0.16,0,2.5,49.31,69.54,6.76,5.67,47.3,23.4,58.3,11,31,72.69,15.3,74.2,10.5,96.4,2,0.4,0.3,0.6,0.3,9,17,377508,211,Urban Villages
06037460401,878,La Canada Flintridge,-118.1794145,34.217155,16.29,28,25-30%,0.051,10.37,11.58,630.57,0,1464.31,574.15,12,17,0.5,2,1.1,49.68,33.17,,4.86,11.2,,19.6,6.2,,25.67,12.6,71.1,16.3,28.4,15.3,40,0.3,10.7,5.4,3,6,133908,33,Pleasantville
06037460501,5418,La Canada Flintridge,-118.1926568,34.2181704,7.03,7,5-10%,0.051,10.79,8.42,734.97,0,1410.87,138.87,15.6,22,0.38,2,0,45.34,14.54,3.23,5.83,2.9,2.5,10.5,3.4,11.8,12.13,9.2,72.9,17.9,5.9,62.6,0.5,0,28.2,2.9,1,2,1529740,186,Top Tier
06037460502,4417,La Canada Flintridge,-118.1950103,34.2062405,7.78,8,5-10%,0.051,10.79,12.02,485.21,0,1446.87,1141.59,18,19.75,0.8,0,0.1,48.96,14.54,2.72,5.83,2.6,5.5,10,4.3,9.2,12.44,11.9,74.8,13.3,6.3,61.5,0.4,0,28.5,3.3,1,2,1140900,146,Top Tier
06037460600,4511,La Canada Flintridge,-118.218217,34.2263088,7.11,7,5-10%,0.053,10.79,5.9,495.09,0,1280.76,633.33,0.6,3.6,0.05,0,0,32.91,14.44,4.9,5.54,2.3,4.2,9,3.9,5.1,16.92,10.1,74.9,15,5.7,71.2,0.4,0.1,19.4,3.3,1,2,1098741,154,Top Tier
06037460700,5034,La Canada Flintridge,-118.1988193,34.1933667,7.01,7,5-10%,0.051,11.21,11.95,857.97,0,1548,942.77,15,21.55,1.2,2,1.5,57.86,13.41,2.54,5.09,1.8,3.6,10.1,5.1,8.6,9.48,9,74,17,6.7,65.5,0.7,0,24.8,2.4,1,2,1406559,168,Top Tier
06037460800,3248,Pasadena,-118.1823685,34.1648035,9.43,12,10-15%,0.051,10.79,9.74,800.21,0,2146.44,1554.18,6,0,0.16,2,9,52.22,19.51,3.97,3.28,1.5,8.2,11.1,5.7,4.7,14.14,9.5,65.9,24.6,8.9,72.2,2.5,0,13,3.4,2,3,1166019,116,Top Tier
06037980001,0,Burbank,-118.3575364,34.1997155,,,,0.055,12.05,41.37,,0,1289.46,889.16,23.85,155.5,1.34,6,2.2,68.03,0,,0,,,,,,,0,100,0,,,,,,,,,0,0,Top Tier
06037980008,145,Van Nuys,-118.4906762,34.2106318,,,,0.057,10.79,31.67,618.05,0,623.27,1208.64,15,0.3,0.05,8,0,52.43,74.19,,10.44,,,,,,,26.2,67.6,6.2,78.6,19.3,2.1,0,0,0,,,7525,5,Barrios Urbanos
06037980009,14,Los Angeles,-118.3009695,34.1412655,,,,0.051,12.47,14.84,664.07,0,2153.14,2636.6,26.1,9.8,0.16,8,10.9,65.9,23.16,,5.77,,,,,,,7.1,85.8,7.1,35.7,57.1,0,0,0,7.1,,,0,0,Unclassified
06037980010,164,Los Angeles,-118.2393993,34.0786561,46.87,85,85-90%,0.046,12.89,32.81,664.07,0,4486.97,2135.7,51.05,15.8,1.32,16,7.5,74.69,22.73,,3.54,30.8,42.4,77.7,,,49.13,5.5,71.9,22.6,14,28.7,0.6,0,56.1,0.6,9,18,27081,7,Downtown Melting Pot
06037980019,173,Pacific Palisades,-118.5442322,34.0874598,,,,0.05,10.79,1.13,670.98,0.012,674.13,566.39,3.6,3.75,0,9,0,38.41,11.12,,4.78,,,0,,,,8.1,72.2,19.7,15.6,71.1,1.7,0,8.7,2.9,,,60956,6,Top Tier
06037980020,0,Sun Valley,-118.303403,34.2266893,,,,0.055,11.63,10.11,,0,1152.41,1340.75,1.2,1.3,0.02,6,0.9,43.44,0,,0,,,,,,,0,100,0,,,,,,,,,0,0,Top Tier
06037980021,33,Sylmar,-118.3812804,34.2700342,,,,0.055,11.63,21,618.05,1.705,866.71,1367.85,1,0,0.5,0,0.2,51.07,36.02,2.88,5.76,,,,,,,9.1,87.9,3,6.1,57.6,0,0,27.3,9.1,,,0,1,Professional Pride
06037980022,4,Granada Hills,-118.4803023,34.3029687,,,,0.06,10.79,30.02,672.23,0,446.84,3586,9,0.75,2.45,1,35,61.21,29.46,,3.96,,,,,,,0,100,0,25,75,0,0,0,0,,,0,0,Unclassified
06037980024,186,Van Nuys,-118.4883751,34.1803242,,,,0.057,10.79,25.99,618.05,49.643,703.6,3017.39,10.3,0.75,0.15,8,0,61.69,22.55,,5.07,,,,,,,12.9,71,16.1,12.4,72.6,1.6,0,10.8,2.7,,,29819,6,Urban Chic
06037980026,20,Tujunga,-118.2633094,34.2734829,,,,0.055,10.79,4.09,735.41,0,873.25,76.56,0,0,0,0,0,27.43,30.96,,7.15,,,,,,,0,90,10,5,85,0,0,0,10,,,0,0,Unclassified
06037460301,4638,Altadena,-118.1543957,34.2084457,17.01,30,30-35%,0.051,9.96,5.99,659,1.439,1641.29,343.9,0,1.5,0,0,2.2,35.06,39.21,6.93,6,8.3,1.3,19.4,8.2,10.5,37.98,11.2,76.3,12.5,19.6,34.4,34.8,0.2,4.9,6.1,4,7,787024,155,Pleasantville
06037460302,4442,Altadena,-118.1576938,34.1943756,23.79,47,45-50%,0.051,10.37,7.68,576.75,0.636,1752.2,415,1.2,3.75,0.05,0,2,39.3,43.13,5.74,6.46,9.2,1.6,27.1,12,23,47.39,12.3,77.1,10.6,42,16.8,33.8,0.2,3.2,4,5,10,473271,138,Pleasantville
06037461000,6243,Altadena,-118.1608413,34.1870169,29.75,59,55-60%,0.051,10.37,9.07,628.03,0,1795.09,812.59,1.2,3.75,0.14,2,4,45.56,39.55,6.01,5.81,25.5,6.9,40.9,8.5,19.9,51.12,13.5,75.8,10.7,53.8,8.6,30.9,0.2,3.3,3.1,6,12,413432,176,Urban Villages
06037930101,119,La Canada Flintridge,-118.1390988,34.256481,,,,0.051,8.7,0.72,920.02,0,1674.64,81.31,0.4,0,0,0,1,28.08,18.21,,4.61,,,5.1,22.5,,,5.1,86.5,8.4,20.2,67.2,2.5,0,10.1,0,,,21391,4,Savvy Suburbanites
06037930301,886,Valyermo,-117.8661408,34.2803329,15.13,25,25-30%,0.057,8.28,0.15,903.23,0,1244.11,41.12,12.4,6,0,3,0,34.7,32.77,,6.24,21.1,0.8,34.5,,,34.14,8.3,81.5,10.2,19.2,61.5,11.3,1.4,4.7,1.9,3,6,184840,27,Rooted Rural
06037901210,1591,Lake Hughes,-118.3864277,34.6789981,5.83,4,1-5% (lowest scores),0.062,5.76,0.59,182.67,0,11.58,291.28,0,0,0,4,0,15.91,21.36,0,8.02,3.5,1.5,37.6,13.6,13.6,28.71,10.4,81.4,8.2,13.4,80.7,1.4,0.2,1.3,3,1,1,216726,44,Home Improvement
06037901213,3553,Palmdale,-118.3063029,34.6300267,8.07,9,5-10%,0.062,6.6,0.78,577.59,0,12.44,182.85,0,0,0,0,1,19.16,28.39,5.71,7.3,7,0,12.6,7.3,14.8,32.99,9.6,78.6,11.8,14.9,68.4,7.4,0.5,5.2,3.7,1,2,628157,119,Savvy Suburbanites
06037910804,3295,Acton,-118.1943718,34.5244096,12.49,19,15-20%,0.06,6.6,2.14,421.78,0,11.41,1244.19,0,0,0.05,0,0,23.64,23.59,8.56,7.63,11.3,0,17.8,14.1,7.3,41.35,10.2,80.7,9.1,20.2,74.1,0.5,0.5,2.6,2,2,4,517517,119,Pleasantville
06037910805,4839,Acton,-118.2228031,34.4705275,16.54,29,25-30%,0.057,7.44,2.16,473.89,0,46.94,1067.02,2,0,0.2,0,1,30.7,31.12,2.33,8.7,15.1,6.9,27,11.4,22,42.18,8.4,79,12.6,19.4,73.7,2.3,0.6,1.5,2.6,3,6,692987,178,Pleasantville
06037910807,5489,Canyon Country,-118.4105719,34.4410273,14.4,23,20-25%,0.062,9.12,9,565.13,0,21,1006.01,0,0,0,2,0,29.5,34.35,5.08,9.31,8.8,2.5,15.6,9.1,7.9,38.21,13.2,79,7.8,27.7,55.3,5.6,0.3,7.7,3.3,3,5,957644,207,City Lights
06037910808,3537,Canyon Country,-118.395844,34.4620693,12,18,15-20%,0.06,9.12,3.32,569.66,0,17.71,718.88,0,0,0,2,0,25.77,36.06,3.14,9.84,11.5,4.2,10.5,8.1,16.6,36.45,12.9,80.5,6.6,27.9,61.9,2,0.3,5.4,2.5,2,4,478078,106,Home Improvement
06037910809,2235,Canyon Country,-118.4042026,34.4087694,10.05,13,10-15%,0.06,9.54,7.23,544.86,0,127.93,901.2,16.2,3,0,1,0,35.72,31.03,2.7,7.03,3.3,,13.9,8.6,9.9,22.03,7.5,79,13.5,12,77.5,1.3,0.1,7,2.1,2,3,536218,78,Top Tier
06037910810,2765,Santa Clarita,-118.3532786,34.4595477,19.43,37,35-40%,0.06,8.28,4.12,744.26,0,16.52,1073.36,17,1.5,0,1,0,34.02,35.51,6.08,9.99,8,2.9,13.7,4.9,19.4,44.71,12.1,81.8,6.1,24.1,61.9,2.6,0.3,8.7,2.4,4,8,427753,78,Professional Pride
06037910811,305,Acton,-118.1235974,34.4083832,,,,0.057,7.86,0.66,528.23,0,375.95,166.67,23.75,6,0,4,0,31.27,23.93,,4.46,,,21,,,,4.2,86,9.8,28.9,58.4,7.9,2,1,2,,,44276,11,Urban Chic
06037910813,3535,Santa Clarita,-118.3048498,34.5152531,7.54,7,5-10%,0.06,7.86,1.1,554.14,0,10.86,1030.93,6,0,0,1,0,27.38,15.47,2.94,8.62,4.9,0.7,14.9,10.2,5.6,21.57,8.7,77.9,13.4,18.7,75.2,1.5,0.7,1.8,2.1,1,2,628175,116,Savvy Suburbanites
06037920011,286,Santa Clarita,-118.4200954,34.5455872,,,,0.062,8.28,0.26,680.59,0,14.96,174.94,0,0,0,1,0,20.71,14.23,,7.83,,,31.9,,,,5.9,86.1,8,24.5,62.9,8.7,0,1,2.8,,,42548,14,In Style
06037920012,1072,Santa Clarita,-118.3491278,34.5927585,8.75,10,10-15%,0.062,7.02,0.39,575.45,0,10.55,118.87,0,0,0,0,0,16.65,13.71,6.15,7.18,7,,20.3,13.8,14.5,41.14,10.1,76.7,13.2,11.4,81.8,0.5,0.8,1.7,3.8,2,3,224328,32,Green Acres
06037920013,4306,Santa Clarita,-118.521858,34.4298866,19.28,37,35-40%,0.065,9.96,32.43,696.69,0,43.35,830.66,37.3,7.8,0.26,7,6.2,60.41,25.87,2.44,8.55,10.6,1.5,8.7,10,7.3,24.98,10.1,70.3,19.6,23.6,64.9,1.6,0.3,7.1,2.4,4,8,1358147,270,Pleasantville
06037920015,6353,Santa Clarita,-118.527587,34.4734725,8.59,10,5-10%,0.062,9.54,6.96,743.02,0,41.11,479.8,0,0,0,0,0,26.88,15.33,4.65,8.84,3.3,4.4,8.9,5,8.6,25,15.8,79.1,5.1,19.1,65.3,2.7,0.1,9.4,3.5,1,2,1001072,183,Professional Pride
06037920016,4904,Santa Clarita,-118.5206685,34.463885,6.46,6,5-10%,0.062,9.54,6.98,641.75,0,41.46,381.74,0,0,0,0,0,24.73,14.83,2.65,8.03,6.4,2,8.4,8,12.2,20.46,15.3,78.8,5.9,18.9,63,4.4,0.2,9.8,3.8,1,2,840834,138,Boomburbs
06037920017,4342,Santa Clarita,-118.5288817,34.4426894,30.14,60,55-60%,0.065,9.96,28.08,667.73,0,48.99,725.73,2.25,5,0.05,7,0,46.06,32.05,6.86,11.93,11.1,2.2,21.6,7.8,16.7,51.23,10.6,79.7,9.7,24.9,65.6,1.3,0.5,5.2,2.5,6,12,524281,150,Pleasantville
06037920018,2277,Santa Clarita,-118.5295463,34.4558936,11.46,16,15-20%,0.062,9.54,6.98,524.93,0,47.34,529.86,0,0,0,0,0,24.63,24.17,5.59,9.35,4.5,0.9,14.7,7.5,16.6,36.41,12.4,80.7,6.9,18.4,71,1.3,0.2,6.5,2.7,2,4,305590,72,Pleasantville
06037920020,6954,Santa Clarita,-118.4998492,34.4737154,13.5,21,20-25%,0.062,9.54,6.04,627.94,0.019,30.74,425.25,0,0.3,0,0,0,25.71,21.39,5.53,9.02,8.9,3.8,16.4,11.8,12.9,41.1,12.8,78.7,8.5,22.5,67.1,1.9,0.2,5,3.2,3,5,1035672,207,Soccer Moms
06037920023,2598,Canyon Country,-118.4919398,34.423464,38.14,73,70-75%,0.065,10.37,20.07,590.43,0,36.23,951.9,1.9,1.5,0.22,1,12,47.66,50,6,11.44,30.7,13,37.5,8.4,11.4,62.65,12.2,78.2,9.6,48.8,45.1,1.8,0.2,1.7,2.4,8,15,236126,78,Urban Villages
06037920026,419,Santa Clarita,-118.4302105,34.477891,,,,0.062,9.12,1.56,664.89,0.174,20.12,296.21,0,0,0,1,0,25.47,17.02,,7.54,31.8,,40.5,,,,5,76.4,18.6,19.8,74.5,0,1,2.6,2.1,,,59041,15,Savvy Suburbanites
06037920028,5684,Canyon Country,-118.4870567,34.4394521,15.59,27,25-30%,0.065,9.96,18.89,595.58,0,33.1,342.44,0.25,1.5,0.01,1,10.2,36.54,27.23,4.75,8.37,4.9,2.7,13.3,7,18.3,33.41,19.3,76.5,4.2,27.9,52.4,3.6,0.2,12.3,3.6,3,6,889278,177,Boomburbs
06037920029,3574,Canyon Country,-118.4866076,34.4303386,29.67,59,55-60%,0.065,9.96,20.07,595.78,0,33.31,470.53,0.25,0.6,0.05,1,10.5,38.83,50.05,6.4,11.45,6.5,5.8,19.4,13.6,18.3,59.82,12.7,79,8.3,34.5,54,2.7,0.3,4.7,3.8,6,12,468325,133,Pleasantville
06037920030,5818,Canyon Country,-118.4898281,34.4151371,28.17,56,55-60%,0.065,10.37,20.07,518.24,0,36.01,906.12,4.25,3.75,0.3,1,5.25,47.94,37.63,5.68,9.09,12.9,2.4,27.1,8.6,12.6,46,15,81.1,3.9,31.2,49.1,5,0.1,10.6,4,6,12,805631,182,Enterprising Professionals
06037920031,5301,Newhall,-118.4836342,34.3992407,18.59,35,30-35%,0.065,9.96,28.24,543.72,0,34.09,621.97,2,2.25,0.08,2,1.5,41.7,22.16,5.57,6.02,7.9,4.4,20.5,6.4,20.6,34.89,8.4,57.9,33.7,21.4,63.5,3.1,0.1,10,2,4,7,1299359,200,Retirement Communities
06037920032,2897,Santa Clarita,-118.467462,34.4580131,3.35,1,1-5% (lowest scores),0.062,9.12,5.08,630.78,0.183,26.85,385.3,0,0,0,0,0,25.56,14.49,2.17,5.88,7.7,1.7,7.5,4.4,4.8,10.27,15.4,79.5,5.1,21.9,57.6,4.6,0.1,12.6,3.2,1,1,691690,114,Professional Pride
06037920033,515,Canyon Country,-118.4326143,34.4596282,14.94,25,20-25%,0.062,9.12,1.21,668.28,0,21.57,410.52,0,0,0,2,0,24.9,26.95,,6.74,16.1,,32.4,25.2,,46.95,7.2,79.6,13.2,24.5,64.9,3.7,0.8,2.9,3.3,3,5,95392,16,Down the Road
06037920034,3628,Canyon Country,-118.4511824,34.4388053,27.34,55,50-55%,0.062,9.54,15.98,619.53,0,26.09,462.14,0,0,0.2,2,2,37.07,39.92,6.57,9.27,9.7,2.5,34.4,11.6,25.8,57.74,14.3,78.8,6.9,29.6,52.4,4.9,0.3,9.4,3.4,6,11,543381,145,Pleasantville
06037920035,7720,Canyon Country,-118.4640472,34.4193105,25.36,51,50-55%,0.062,9.96,20.35,586.26,0,30.27,970.44,0,0,0,2,0.5,35.63,48.35,3.77,11.08,18.4,5.1,43.4,13.8,18.4,55.72,15.8,78.4,5.8,49.6,36.7,3.1,0.2,7.8,2.6,6,11,716025,193,Urban Villages
06037920036,3419,Canyon Country,-118.4758577,34.4215429,26.44,53,50-55%,0.065,9.96,20.07,449.96,0,32.4,975.66,0,0,0.02,1,0.2,34.21,50.05,6.53,11.45,23.2,8,28,9,11.5,60.49,15.4,78.7,5.9,55.7,35,1.8,0.6,4.7,2.1,6,11,340359,104,Pleasantville
06037920037,7131,Canyon Country,-118.4506856,34.4133059,23.92,47,45-50%,0.062,9.96,21.25,449.96,0,28.31,1251.51,0,0,0,2,0.2,34.61,32.47,4.74,8.54,24.2,8.3,55.4,10.1,21.2,54.11,19.7,77.2,3.1,58.4,22,10.4,0.4,6,2.8,5,10,723064,211,Metro Fusion
06037920038,4430,Canyon Country,-118.4469672,34.4236629,26.05,52,50-55%,0.062,9.54,21.25,517.99,0,26.93,718.1,0,0,0.2,2,2,39.6,30.97,4.75,8.09,19.3,9.4,44.6,10.7,21,51.5,17,76.3,6.7,49.6,35.1,7,0.1,5.9,2.4,6,11,480075,129,Bright Young Professionals
06037920039,1896,Canyon Country,-118.439602,34.4234332,15,25,25-30%,0.062,9.54,21.25,449.96,0,26.02,1168.96,0,0,0.02,2,1,36.38,38.16,3.92,10.24,6.2,0.7,6.4,10,6.4,32.28,9.4,81.2,9.4,22.5,64.2,1.8,0.3,7.5,3.7,3,6,276285,61,Savvy Suburbanites
06037920040,3352,Canyon Country,-118.4274646,34.435608,21.2,41,40-45%,0.062,9.12,19.02,639.86,0,23.28,433.63,0,0,0.2,2,0.2,34.34,33.31,6.54,8.79,6.3,0,17.4,15.6,19.2,48.32,15.4,77.6,7,26.1,50.5,6.1,0.4,13.3,3.6,5,9,508657,95,Soccer Moms
06037920041,2871,Canyon Country,-118.4333787,34.4180484,20.21,39,35-40%,0.062,9.54,21.25,449.96,0,25.36,1427.04,0,0.3,0,2,0,34.33,38.16,4.39,10.24,10.6,4.1,29.3,11.9,12.6,46.09,17.6,78.6,3.8,38.3,35.8,11.6,0.3,9.7,4.2,4,8,305447,81,Enterprising Professionals
06037920042,6769,Newhall,-118.4712318,34.3970565,20.92,41,40-45%,0.065,9.96,28.08,549.54,0,31.1,1427.59,0,0,0.1,2,0.1,40.79,34.4,4.58,10.02,10.3,3.6,20.8,5.1,17.1,40.15,13.8,76.6,9.6,28.7,47.7,6.3,0.4,12.8,4.1,5,9,939608,228,City Lights
06037920043,5711,Canyon Country,-118.4409013,34.3909399,23.85,47,45-50%,0.062,9.96,20.18,541.91,0,147.89,1351.13,12.45,6,0.05,2,0,45.36,35.51,5.05,9.59,5.5,4.3,13.8,7.9,16.6,41.16,17.4,77.1,5.5,23.4,43.3,5.2,0.2,24.7,3.2,5,10,1232154,228,Boomburbs
06037920044,2686,Santa Clarita,-118.5164043,34.4435485,13.03,20,20-25%,0.065,9.96,25.56,449.96,0,42.66,691.79,0,0.3,0.1,0,0,34.62,32.05,3.26,11.93,4.9,3.3,7.2,6.6,7.6,29.47,12.1,81,6.9,24.2,60.9,2.3,0.1,9,3.4,3,5,476304,82,Savvy Suburbanites
06037920045,4622,Santa Clarita,-118.5168986,34.4533926,8.66,10,10-15%,0.062,9.54,6.98,519.03,0,42.14,,0,0,0.01,0,0,25.41,24.56,3.36,9.47,2.1,5.1,10.5,6,14.2,26.69,11.8,82.8,5.4,20.1,64,2.8,0.4,9.3,3.4,2,3,721917,141,Savvy Suburbanites
06037920108,3439,Valencia,-118.5628759,34.4493505,8.89,11,10-15%,0.062,9.96,35.92,655.4,0,76.95,540.07,0,3.75,0.3,0,0,40.11,15.26,4.14,6.01,4.1,4.3,8.3,5.3,9.7,17.36,19.2,76.5,4.3,13.6,50.6,4.4,0.1,27.6,3.7,2,3,890374,154,Boomburbs
06037920109,4493,Valencia,-118.5520012,34.4538482,10.26,14,10-15%,0.065,9.54,24.61,663.03,0,60.58,488.87,0,0,0,0,0,32.29,19.92,3.62,8.27,3,6.3,14.5,3.4,16.2,24.88,14,72.1,13.9,14.8,65,3.8,0.3,12.8,3.2,2,3,982951,130,Soccer Moms
