ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037199110,2710,Los Angeles,-118.197404,34.0793615,32.29,64,60-65%,0.046,12.89,12.5,225.83,0,4681.02,589.45,0,3,0.15,9,1.2,43.32,5.34,37.42,5.57,5.28,38.1,16.7,49.6,17.4,19.2,6.05,14.8,75.2,10,88,4.3,1.1,0.2,5.6,0.8,7,13,188929,76,Southwestern Families
06037199120,4086,Los Angeles,-118.1996896,34.0700703,39.52,75,75-80%,0.046,12.89,28.24,441.38,0,5420.4,658.08,0.8,11.5,0.21,13,0,52.86,6.51,43.94,3.61,5.81,46.7,23.4,69,11.6,43.6,6.07,15,71.2,13.8,72.5,2.4,1.1,0.4,23,0.6,8,16,207914,145,Las Casas
06037199201,4089,Los Angeles,-118.211907,34.0762204,55.58,94,90-95%,0.046,12.89,28.12,564.51,0,4580.27,1000.19,14.2,11.05,0.29,14,0.5,62.04,7.64,45.01,7.11,5.94,50.1,40.9,61.8,15.5,21,7.27,15.4,75.7,8.9,68.4,2.5,0.8,0.1,27.4,0.8,10,19,195141,140,Las Casas
06037199202,3031,Los Angeles,-118.2032952,34.0812835,45.48,84,80-85%,0.046,12.89,16.59,225.83,0,4423.88,1157.1,6.75,10,0.16,14,2.2,55.11,6.79,40.95,6.75,5.45,41.1,12.1,53.7,13,31.8,6.7,13.8,76.4,9.8,79.2,7.7,2,0.1,9.9,1.1,9,17,161743,93,Las Casas
06037199300,3848,Los Angeles,-118.2003961,34.0941911,34.88,68,65-70%,0.048,12.47,15.38,225.83,0,3886.39,1729.07,16.55,14.5,0.28,8,4,59.12,7.28,36.36,3.23,4.91,30.4,17.6,42,12.4,22.7,4.79,12.6,75.9,11.5,67.2,17.1,2.7,0.5,10.4,2.2,7,14,388212,114,Urban Villages
06037199400,4668,Los Angeles,-118.2093313,34.0896162,52.32,91,90-95%,0.046,12.89,27.3,225.83,0,3911.52,1604.02,23.2,16,0.3,8,0.9,60.08,7.4,39.66,6.67,5.11,56.9,29.2,64.6,13.1,30.8,7.07,14,76.4,9.6,76.5,3.9,0.7,0.1,18,0.9,10,19,278816,160,Las Casas
06037199700,3411,Los Angeles,-118.2202429,34.0678503,66.03,98,95-100% (highest scores),0.046,12.89,62.43,664.07,0,5566.08,2355.35,47.55,31.3,4.14,8,1.7,73.59,9.06,45.01,6.56,5.94,42.8,26,66.4,12.4,36.2,7.28,13.1,78.2,8.7,69.4,11,0.8,0.2,18,0.6,10,20,241539,146,Las Casas
06037199800,5631,Los Angeles,-118.2103403,34.0706563,51.89,91,90-95%,0.046,12.89,58.85,612.73,0,5138.52,1698.67,4.65,15.85,0.56,13,0,63.83,7.86,45.01,4.73,5.94,51.4,38.7,63.7,12.3,30.8,6.6,13.7,75.8,10.5,61.8,1.5,0.2,0.2,36,0.3,10,19,255088,208,Las Casas
06037199900,2683,Los Angeles,-118.2115758,34.0650794,53.88,92,90-95%,0.046,12.89,61.59,626.79,0,5803.26,1956.03,4.6,37.3,0.7,13,0,66.83,8.23,42.22,4.52,5.4,53.2,34.2,70.9,13.2,45.3,6.55,15.7,73.7,10.6,79.3,1.3,1,0,17.9,0.5,10,19,126477,92,Las Casas
06037201110,2574,Los Angeles,-118.1743334,34.0948042,33.63,66,65-70%,0.048,12.05,12.5,525.55,0,4269.77,743.91,0,0,0,3,0,37.6,4.63,56.6,6.32,8.38,38.9,13.8,58,10.6,20.7,7.26,12.6,76.9,10.5,81.3,7.1,1.3,0.3,9.6,0.4,7,14,208327,81,Southwestern Families
06037201120,4097,Los Angeles,-118.1636768,34.0949515,32.93,65,60-65%,0.05,11.63,14.85,716.99,0,4473.33,691.5,1.2,6.85,0,0,0,41.07,5.06,47.75,3.86,7.19,32.7,19.8,60.4,16.8,36,6.51,14.1,77.9,8,82.1,5.5,1.9,0.1,9.5,0.8,7,13,316561,134,Las Casas
06037201200,2519,Los Angeles,-118.1785407,34.0887082,34.78,68,65-70%,0.048,12.05,12.5,225.83,0,4523.35,795.45,0,0,0.05,0,0,33.5,4.13,66.51,6.79,9.64,44,10.5,60.1,17,35.7,8.43,15.6,76.3,8.1,89.3,3,0.4,0.1,6.9,0.2,7,14,150934,87,Las Casas
06037201301,3442,Los Angeles,-118.1878082,34.0882239,36.03,70,70-75%,0.048,12.47,12.5,225.83,0,4306.89,578.39,0,0,0.1,3,2,39.27,4.84,64.32,5.18,9.33,36.1,15.1,58.8,13.1,23.1,7.45,14,73.9,12.1,79.8,5.1,1.9,0.3,11.9,0.9,8,15,236779,114,Las Casas
06037201302,3732,Los Angeles,-118.1838819,34.097882,22.57,44,40-45%,0.048,12.05,12.5,441.34,0,3902.8,516.84,0.25,3,0.01,3,1.2,39.14,4.82,27.75,5.83,4.43,11.5,19.7,30.7,9.4,19.6,4.68,8.9,75.1,16,24.9,26,7,0.2,39.1,2.8,5,9,695792,135,Trendsetters
06037201401,4803,Los Angeles,-118.1854971,34.078195,33.44,66,65-70%,0.046,12.47,12.5,225.83,0,4931.08,610.25,0,4,0.31,0,0.2,37.13,4.57,66.51,3.95,9.64,36.5,21.7,54.3,14.8,29.5,7.31,15.5,75.5,9,82.1,3.6,2.9,0.1,10.6,0.7,7,14,340582,175,Las Casas
06037201402,4311,Los Angeles,-118.1877681,34.0689106,54.25,93,90-95%,0.046,12.47,26.95,225.83,0,6088.97,753.96,29,51.25,0.54,6,2.5,61.09,7.52,66.51,5.81,9.64,34.9,14.6,34.8,11.9,18.6,7.21,12,69.8,18.2,76.6,3.7,0.5,0.3,18.6,0.3,10,19,553398,139,Southwestern Families
06037201501,5306,Los Angeles,-118.1646555,34.0865636,51.12,90,85-90%,0.048,12.05,13.32,888.47,0,4980.47,712.6,4.5,26.6,0.52,0,0,52.17,6.43,63.89,8.61,9.28,38.7,17.2,55,15,16.3,7.95,14.4,75,10.6,85.4,4,0.7,0.3,9,0.6,9,18,374833,183,Las Casas
06037201503,3323,Los Angeles,-118.1739007,34.0851726,34.88,68,65-70%,0.048,12.05,12.5,225.83,0,4765.92,787.32,0,0,0.03,0,0,32.89,4.05,66.51,6.38,9.64,41.5,25,68.3,15.5,31.8,8.61,18,73.4,8.6,91.8,2.6,0.3,0,4.9,0.4,7,14,173001,116,Las Casas
06037201504,2428,Los Angeles,-118.173792,34.080828,36.89,72,70-75%,0.048,12.05,12.5,225.83,0,5264.85,,0,0,0.26,0,0,35.56,4.38,66.51,7.81,9.64,40.5,17.8,57.7,13.3,26.8,8.42,14.8,76.6,8.6,88,3.3,0.8,0.5,7.1,0.3,8,15,117493,61,Urban Villages
06037201601,2288,Los Angeles,-118.1774624,34.0726971,41.51,78,75-80%,0.048,12.47,20.46,225.83,0,5931.39,704.06,9.2,14.8,1.03,0,0.5,49.61,6.11,66.51,5.21,9.64,31.5,7.2,51.8,11.8,16.8,6.79,12.2,75.7,12.1,80.4,4.5,1.5,0.3,12.8,0.6,8,16,143445,62,Urban Villages
06037201602,2840,Los Angeles,-118.1678921,34.07715,37.82,73,70-75%,0.048,12.05,13.9,250.28,0,5699.7,815.26,7.45,34.55,1.81,0,0,48.71,6,66.51,3.7,9.64,34.3,12.3,38.9,11.2,20.1,6.3,13.3,74.6,12.1,84.1,4.5,0.6,0,10.5,0.3,8,15,184873,76,Urban Villages
06037201700,5093,Los Angeles,-118.1708887,34.0674315,52.79,91,90-95%,0.048,12.47,27.77,719.94,0,7036.43,1116.59,24.25,20.85,2.95,0,1.25,64.17,7.9,48.4,6.38,7.17,28.1,10.5,43.6,16.1,20.4,6.68,11,80.7,8.3,65.1,7.9,6.7,0.4,17.9,1.9,10,19,391789,196,International Marketplace
06037203100,4839,Los Angeles,-118.1964766,34.059079,71.05,99,95-100% (highest scores),0.046,12.89,31.02,527.51,0,6735.29,2969.91,9.8,41.3,0.66,6,5.5,69.75,8.59,76.55,5.17,8.65,57.7,26.8,76.1,14.9,36.4,8.27,20.1,74,5.9,95.8,1,1.1,0.3,1.5,0.3,10,20,207069,173,Las Casas
06037203300,2607,Los Angeles,-118.2077883,34.0588723,64.17,98,95-100% (highest scores),0.046,12.89,48.22,544.9,0,6340.51,2962.46,10.65,57.55,0.86,13,1,70.4,8.67,96.21,4.88,10.36,46.4,37.6,56.6,4.3,23.2,7.4,8.5,81.7,9.8,68.8,8.9,11,0.1,10.4,0.8,10,20,108902,71,Southwestern Families
06037206010,3127,Los Angeles,-118.2302769,34.06898,58.06,95,95-100% (highest scores),0.046,12.89,55.56,664.07,0,5370.15,1103.19,94.25,26.85,3.92,8,9.25,74.4,9.16,29.02,7.66,4.77,54.6,39,71.8,7.6,23.6,6.34,13.4,73.4,13.2,51.5,4,3.3,0.2,39.7,1.3,10,20,358024,146,Downtown Melting Pot
06037206020,7883,Los Angeles,-118.2311153,34.0571168,28.18,56,55-60%,0.046,12.89,62.68,664.07,0,6301.83,2061.53,155.75,30.9,3.95,7,7.5,76.53,9.43,29.02,,4.77,42.7,,18.2,4.6,,2.99,0.1,98.7,1.2,38.3,20.5,36.5,0.1,3.8,0.9,6,12,124591,423,Metro Renters
06037207101,3047,Los Angeles,-118.2448177,34.0612027,36.08,70,70-75%,0.046,12.89,62.68,664.07,0,5407.74,2153.11,7.2,20.6,1.52,7,0.7,67.92,8.37,29.02,1.71,4.77,26,37.2,57.4,5.9,29.2,4.31,5.5,74.4,20.1,11.8,11,4.9,0.1,69.8,2.5,8,15,473370,116,Social Security Set
06037207102,2553,Los Angeles,-118.2395097,34.0592851,57.45,95,90-95%,0.046,12.89,62.68,664.07,0,5694.66,1384.18,37.55,23.15,1.98,7,2.5,72.19,8.89,29.02,6.96,4.77,64.7,67.9,74.6,9.6,22.3,6.46,9.5,63.6,26.9,23.7,2.6,3.4,0.3,69.5,0.5,10,19,249319,101,Social Security Set
06037207103,2077,Los Angeles,-118.2392725,34.0644824,53.01,92,90-95%,0.046,12.89,62.68,664.07,0,5407.07,1278.38,21.25,23.3,0.5,7,2.5,70.25,8.65,29.02,5.22,4.77,55.6,55.8,78.3,8.9,36.6,6.13,9,70.2,20.8,10.4,2.1,0.8,0.2,86,0.5,10,19,141928,74,Downtown Melting Pot
06037208000,6893,Los Angeles,-118.2560631,34.0625684,61.81,97,95-100% (highest scores),0.046,12.89,60.69,664.07,0,4766.54,2515.15,29.7,15.6,1,8,4.2,72.94,8.98,42.23,6.95,5.98,33.6,13.2,60.8,12.2,32.3,6.88,14.6,80.6,4.8,71.3,7.5,4.6,0.1,15.2,1.3,10,20,689073,282,International Marketplace
06037208301,2201,Los Angeles,-118.2658492,34.0619781,49.55,88,85-90%,0.046,12.89,60.69,664.07,0,4291.5,1034.64,15.8,1.5,0.14,8,0.5,60.32,7.43,38.83,4.86,5.11,56.5,34.7,69.9,15.7,43.7,6.67,17.4,80.2,2.4,94.7,1.8,0.3,0.4,2.6,0.2,9,18,138006,59,NeWest Residents
06037208302,4360,Los Angeles,-118.2624816,34.0634788,58.14,95,95-100% (highest scores),0.046,12.89,60.69,664.07,0,4497.7,978.19,21.7,4,0.37,8,2,65.19,8.03,43.26,5.83,5.85,41.5,34.2,69,18.7,31.9,7.24,14.3,76.7,9,75.3,4.2,7.4,0.1,11.2,1.7,10,20,359135,149,NeWest Residents
06037208401,3770,Los Angeles,-118.2691298,34.0637659,44.01,82,80-85%,0.046,12.89,60.69,664.07,0,4078.11,1170.33,8.3,3.75,0.08,8,0.2,58.25,7.17,35.35,4.95,4.67,49.7,49.9,78.5,10.2,28.4,6.13,17.1,71.8,11.1,78.8,3.5,1.6,0.1,15.3,0.8,9,17,251737,117,NeWest Residents
06037208402,2775,Los Angeles,-118.266009,34.0683668,55.28,93,90-95%,0.046,12.89,60.69,664.07,0,4228.05,2676.43,7.6,7.3,0.05,8,0.2,60.89,7.5,55.22,5.28,7.85,34.7,30.5,51.5,16.9,27.2,7.37,12.4,79,8.6,71.7,2.7,1.5,0.3,22.4,1.2,10,19,218226,117,International Marketplace
06037208501,2656,Los Angeles,-118.2719463,34.0695316,35.14,69,65-70%,0.046,12.89,60.69,664.07,0,3953.49,1065.4,6.85,9,0.01,8,0,56.77,6.99,43.42,3.06,6.08,28.9,29.4,35.5,7.4,33.7,5.03,11.4,77.9,10.7,44.4,4.6,1.7,0.2,47,2.1,7,14,277463,100,Downtown Melting Pot
06037208502,3571,Los Angeles,-118.2741645,34.066049,48.68,88,85-90%,0.046,12.89,60.69,664.07,0,3942.41,1093.26,3.55,3,0.04,8,0,54.87,6.76,39.84,9.4,5.25,41.4,30.4,69.3,13.5,26.5,7.2,13.3,78.2,8.5,72.1,5.2,3.3,0,18.1,1.3,9,18,244738,130,International Marketplace
06037208610,4195,Los Angeles,-118.2817725,34.072159,43.54,81,80-85%,0.046,12.89,58.92,664.07,0,3292.9,1102.76,27.2,5.8,0.02,0,0,53.79,6.63,43.41,5.22,5.84,30.8,41.1,51.5,16.5,26.9,6.57,11.7,79.5,8.8,47.2,3.8,3.2,0.2,43.6,2,9,17,351553,174,International Marketplace
06037208620,4660,Los Angeles,-118.2779829,34.069709,42.53,80,75-80%,0.046,12.89,60.69,664.07,0,3612.49,995,11.15,3,0,0,0,50.12,6.17,39.4,6.73,5.32,26.1,28.6,57.9,16.8,29.4,6.89,12.1,79.5,8.4,52.5,4.1,5.7,0.3,35.2,2.2,8,16,437085,181,International Marketplace
06037208710,4309,Los Angeles,-118.2825413,34.0657276,31.51,62,60-65%,0.046,12.89,60.69,664.07,0,3716.68,1142.73,10.9,0,0,0,0,49.21,6.06,39.44,4.99,5.03,12.3,35.5,33.5,9.3,26.9,5.2,10.9,80.7,8.4,32.4,5.2,5.5,0,55.3,1.6,7,13,598292,184,International Marketplace
06037208720,4179,Los Angeles,-118.2811045,34.0627628,46.47,85,80-85%,0.046,12.89,60.69,664.07,0,3737.68,943.1,3.85,5,0.01,0,0,49.2,6.06,53.25,5.79,6.95,44,45.8,78.1,12.4,39.1,7.67,14.8,78.6,6.6,81.6,5,3,0.1,9.4,0.9,9,17,269365,134,NeWest Residents
06037208801,2995,Los Angeles,-118.2770843,34.059675,48.69,88,85-90%,0.046,12.89,60.69,664.07,0,3906.48,1001.99,3.9,6,0.06,0,0,51.13,6.3,59.84,6.36,7.7,46.5,48.9,78.7,8.1,29,7.73,12.5,72.6,14.9,59.9,6.8,5.8,0.1,26.4,0.9,9,18,285223,142,High Rise Renters
06037208802,2906,Los Angeles,-118.2786688,34.0621454,45.74,84,80-85%,0.046,12.89,60.69,664.07,0,3786.71,930.27,3.6,2,0.02,0,0,48.34,5.95,59.84,6.53,7.7,38.7,33.1,62.8,10.8,24.5,7.68,10.6,78.1,11.3,59.8,13.8,5.6,0.2,19.2,1.4,9,17,358692,145,International Marketplace
06037208903,4019,Los Angeles,-118.2733596,34.0597996,47.53,86,85-90%,0.046,12.89,60.69,664.07,0,4073.32,1106.24,4.05,3.3,0.12,0,0,52.28,6.44,59.84,5.05,7.7,67.3,57.1,80,9.8,25.3,7.38,14.4,78.3,7.3,82.8,5.3,6.9,0.1,3.6,1.4,9,18,249267,126,NeWest Residents
06037208904,3926,Los Angeles,-118.2700929,34.0595681,36.66,71,70-75%,0.046,12.89,60.69,664.07,0,4195.73,1265.19,6.6,3.75,0.15,0,0.2,54.61,6.73,29.58,3.82,3.57,67.6,66.6,92.2,8.8,41,5.45,15,74.6,10.4,86.3,4.5,2,0.5,6.4,0.4,8,15,209580,159,High Rise Renters
06037209103,3216,Los Angeles,-118.2640302,34.05711,57.05,95,90-95%,0.046,12.89,60.69,664.07,0,4483.55,1047.26,17.35,3,0.67,0,1,59.27,7.3,61.92,7.57,6.19,62.7,51.1,88.7,7.8,43.1,7.81,17.9,78.6,3.5,93.8,1.2,3.2,0.2,1.3,0.4,10,19,136104,81,NeWest Residents
06037209104,2434,Los Angeles,-118.2663761,34.0591782,44.1,82,80-85%,0.046,12.89,60.69,664.07,0,4186.06,1228.75,14.7,1.5,0.34,0,0.5,57.07,7.03,44.3,4.55,4.74,42.6,43,79.5,10.2,38.2,6.27,16.1,77.9,6,84.6,4.6,4.7,0.1,5.1,0.9,9,17,160191,108,High Rise Renters
06037209401,3914,Los Angeles,-118.2815247,34.0567212,46.85,85,85-90%,0.046,12.89,60.69,664.07,0,3799.51,1174.61,3.25,11,0.02,0,0,51.78,6.38,47.07,6.82,6.07,47.2,47.1,81.1,10.3,27.2,7.35,14.2,72.9,12.9,73.1,4.8,4.5,0.2,16.3,1.1,9,18,238330,146,NeWest Residents
06037211000,4431,Los Angeles,-118.3317418,34.0677859,16.11,28,25-30%,0.048,12.47,29.74,664.07,0,2291.34,1417.48,1.8,5,0.02,0,0,48.14,5.93,33.06,4.49,4.81,4.4,14.2,14.3,4.4,10.8,2.72,13.2,71.8,15,6.7,61.4,4.5,0,23.8,3.5,3,6,1729741,174,Top Tier
06037211120,5194,Los Angeles,-118.2877775,34.0652365,35.19,69,65-70%,0.046,12.89,60.69,664.07,0,3216.62,1405.19,16.55,5,0,0,0,52.87,6.51,27.79,6.51,3.52,17.3,33,47.5,8.7,23.7,5.4,9.5,82.2,8.3,27.6,6.1,3.9,0.1,60.7,1.6,7,14,773516,208,Trendsetters
06037211121,2351,Los Angeles,-118.2854106,34.0730101,29.5,59,55-60%,0.046,12.89,54.18,664.07,0,3224.8,1791.18,32.55,3.25,0.02,0,0,54.67,6.73,32.95,3.41,3.83,23.7,22,42.3,7.3,32,4.38,9.5,80.9,9.6,45.2,8.7,4.8,0.1,38.7,2.5,6,12,274393,81,Trendsetters
06037211122,3075,Los Angeles,-118.2892234,34.0726794,52.7,91,90-95%,0.048,12.89,57.32,664.07,0,3050.09,1587.57,31.2,8.8,0.02,0,0.5,57.89,7.13,65.18,5.46,6.88,26.7,28.7,54,15.5,31.8,7.39,10.9,83.7,5.4,47,10.1,6.9,0.5,34,1.5,10,19,454345,109,Young and Restless
06037211201,2645,Los Angeles,-118.2984693,34.0745294,42.08,79,75-80%,0.048,12.89,31.55,664.07,0,2726.81,1443.98,5.25,2.5,0,0,0.5,50.47,6.22,65.18,5.05,6.88,46.7,36.7,65.5,4.1,34.3,6.77,13.6,80.2,6.2,74,7.5,3.3,0.2,13.7,1.4,8,16,220374,92,International Marketplace
06037211202,2645,Los Angeles,-118.294113,34.0745209,45.82,84,80-85%,0.048,12.89,40.64,664.07,0,2959.21,1706.98,18.85,4.3,0.01,0,0.5,55.53,6.84,65.18,4.11,6.88,34.1,33.5,61.6,10.2,34.1,6.7,12.9,80.3,6.8,69.6,7.8,2.9,0.1,17.7,2,9,17,202653,103,International Marketplace
06037211310,3846,Los Angeles,-118.298493,34.0709091,45.1,83,80-85%,0.048,12.89,29.76,664.07,0,2871.55,1643.6,5.25,8.5,0,0,0,51.28,6.32,40.84,6.65,4.43,42.3,42.6,75,14.4,33.4,7.14,14,80.8,5.2,74.8,6.6,2.9,0.1,14.3,1.5,9,17,266136,128,NeWest Residents
06037211320,3184,Los Angeles,-118.2941394,34.0708715,52.69,91,90-95%,0.048,12.89,44.73,664.07,0,3018.3,1799.44,19.4,7,0,0,0,54.72,6.74,65.18,6.31,6.88,38.9,27.2,59.1,14.7,30.4,7.82,12,81.4,6.6,60.6,8.4,4.6,0.1,24.9,1.3,10,19,329649,109,NeWest Residents
06037211410,3095,Los Angeles,-118.3073155,34.0726142,37.87,73,70-75%,0.048,12.89,30.42,664.07,0,2615.85,1435.71,0.1,18.3,0,0,0,49.53,6.1,46.66,5.58,5.01,27.6,42.8,53.7,9.3,25.4,6.21,11.2,79,9.8,36,6.6,3.4,0,53.1,0.9,8,15,342599,111,Downtown Melting Pot
06037211420,3859,Los Angeles,-118.3029424,34.0726364,40.32,77,75-80%,0.048,12.89,30.52,664.07,0,2755.64,1466.91,1.7,16.3,0,0,0.5,52.16,6.42,43.61,6.5,4.71,24.9,24.1,55.2,7.5,36.9,6.28,11.6,79.1,9.3,52,9.3,3.7,0.1,33.8,1.2,8,16,372027,152,International Marketplace
06037211500,4355,Los Angeles,-118.3152596,34.0724565,33.23,65,65-70%,0.048,12.89,30.21,664.07,0,2505.44,1410.75,0.1,18.3,0.01,0,0,49.96,6.15,49.09,4.14,5.26,14.3,23.7,41.5,13,25.3,5.4,11.5,76.8,11.7,21.8,36.1,3.7,0.1,36,2.2,7,14,1105066,158,Downtown Melting Pot
06037211701,2827,Los Angeles,-118.3184531,34.0653405,16.96,30,30-35%,0.048,12.89,29.76,664.07,0,2513.7,1433.9,1,4,0.01,0,0,48.3,5.95,35.04,2.58,4.5,6.6,17.4,16.9,6.7,16.8,2.85,11.8,74.8,13.4,10.3,29.4,4.4,0,54.4,1.6,4,7,617939,98,Downtown Melting Pot
06037211703,4750,Los Angeles,-118.311582,34.0671467,36.41,71,70-75%,0.048,12.89,29.76,664.07,0,2643.33,1493.36,0.5,13.5,0,0,0,49.33,6.08,40.74,6.27,4.92,20,34,53.3,5.9,35,5.99,10.7,82.3,7,38.6,8,5,0.1,46.3,2,8,15,455914,171,International Marketplace
06037211704,3016,Los Angeles,-118.3115783,34.0635115,27.28,54,50-55%,0.048,12.89,29.76,664.07,0,2641.04,1309.93,1,10,0,0,0,49.03,6.04,24,4.74,3.42,10.5,33.9,44.4,10.6,22.8,4.52,6.6,77.8,15.6,20.4,14.2,5.6,0,57.8,2,6,11,329372,93,Trendsetters
06037211802,4192,Los Angeles,-118.3047254,34.0635374,32.37,64,60-65%,0.048,12.89,29.76,664.07,0,2818.05,1400.27,4.1,13.3,0,0,0,51.24,6.31,22.1,5.07,3.41,14.5,34.2,50,11.3,37.8,5.13,9.8,82.3,7.9,35.6,9.9,6.5,0.1,45.4,2.4,7,13,607978,152,Metro Fusion
06037211803,3529,Los Angeles,-118.3022323,34.067188,31.41,62,60-65%,0.048,12.89,29.76,664.07,0,2830.8,1577.94,1.95,11.75,0,0,0,50.42,6.21,43.98,2.81,5.37,8.9,35.5,49.3,11.8,36.3,5.06,10.6,82.9,6.5,16.7,5.3,6.9,0,69.5,1.6,7,13,461705,130,Metro Fusion
06037211804,3221,Los Angeles,-118.3066067,34.0671619,34.98,68,65-70%,0.048,12.89,29.76,664.07,0,2700.22,1535.93,0.95,16.5,0,0,0,50.22,6.19,43.98,4.72,5.37,12.8,37.7,50.3,11.1,27.3,5.66,10.5,80.5,9,23.4,6,4,0,64.7,1.8,7,14,379057,119,Downtown Melting Pot
06037211910,4657,Los Angeles,-118.2985036,34.0672078,34.34,67,65-70%,0.048,12.89,29.76,664.07,0,2881.48,1643.6,5,8.8,0,0,0,51.28,6.32,35.46,4.05,4.19,39.1,33.8,59.2,10.8,27.8,5.44,13.6,81.4,5,61.4,7.4,5.9,0.2,23.3,1.8,7,14,468319,141,NeWest Residents
06037211921,2474,Los Angeles,-118.292902,34.067232,33.5,66,65-70%,0.048,12.89,60.64,664.07,0,3102.43,1775.06,9,5,0,0,0,52.91,6.52,32.25,6.74,3.75,23.4,43.5,53.8,6.3,13.5,5.14,11.7,82,6.3,44.2,4.6,4.2,0,45.6,1.2,7,14,241605,100,International Marketplace
06037211922,3389,Los Angeles,-118.2953981,34.0672221,36.81,71,70-75%,0.048,12.89,30.22,664.07,0,2897.3,1564.01,8.2,9,0,0,0,52.05,6.41,34.34,5.12,4.04,35.1,39.9,51.6,12.9,22.3,5.74,12.6,82.9,4.5,53.2,5.3,5.6,0.2,34.2,1.4,8,15,329837,120,International Marketplace
06037212101,2507,Los Angeles,-118.2941415,34.0635956,29.69,59,55-60%,0.048,12.89,46.22,664.07,0,3062.79,1436.51,9.8,2,0,0,0,50.97,6.28,28.84,4.23,3.89,15.4,29.5,48.3,9.2,31.2,4.73,9.2,83.5,7.3,29.5,9.3,6.5,0.2,52.5,2,6,12,459108,94,Trendsetters
06037212102,2446,Los Angeles,-118.2984976,34.0635726,32.94,65,60-65%,0.048,12.89,29.76,664.07,0,2993.87,1208.2,7.5,3.1,0,0,0,49.47,6.09,23.85,4.29,3.79,21.1,40.3,72.5,,33.4,5.41,9,71.3,19.7,29.1,13.2,8.3,0.1,46.3,2.9,7,13,309707,85,Young and Restless
06037212203,2679,Los Angeles,-118.2903562,34.0597622,42.64,80,75-80%,0.048,12.89,60.69,664.07,0,3379.65,1402.7,6.9,0.3,0,0,0,49.74,6.13,38.64,7.86,7,60.3,62.2,84.4,4.5,24.7,6.96,12.8,74.2,13,77.6,2,2.6,0.1,17.2,0.6,8,16,277227,147,High Rise Renters
06037212204,3344,Los Angeles,-118.2865323,34.0598252,38.95,74,70-75%,0.046,12.89,60.69,664.07,0,3457.68,827.27,4.95,5,0,0,0,48.46,5.97,31.79,8.46,5.38,49,57.1,75.2,8.3,20.3,6.53,14,77.2,8.8,75.3,4.5,4,0,15.5,0.7,8,15,265208,128,High Rise Renters
06037212303,3326,Los Angeles,-118.2935144,34.0597633,37.81,73,70-75%,0.048,12.89,51.15,664.07,0,3054.81,1475.74,9.4,0.75,0,0,0,50.43,6.21,38.64,3.81,7,43.5,65.2,72.8,10.4,25.5,6.09,14.8,81.7,3.5,69.5,6.6,5.1,0.2,17,1.6,8,15,398419,126,NeWest Residents
06037212304,1804,Los Angeles,-118.2979144,34.0598537,39.87,76,75-80%,0.048,12.89,29.76,664.07,0,3015.29,1231.71,8.75,1.05,0,0,0,48.7,6,38.64,4.85,7,42.3,42.2,76.2,9.7,34.2,6.65,12.9,78.7,8.4,67.9,10,4.7,0.3,15.9,1.3,8,16,161304,59,NeWest Residents
06037212410,3903,Los Angeles,-118.3022262,34.0595607,34.72,68,65-70%,0.048,12.89,29.76,664.07,0,2866.45,1394.99,4.85,3.25,0,0,0,49.21,6.06,38.64,2.68,7,31.6,44.7,51.6,11.5,35.4,5.73,11.2,81,7.8,47.8,6.4,3.3,0.1,41.2,1.2,7,14,433818,138,NeWest Residents
06037212502,2767,Los Angeles,-118.3069674,34.0586417,23.82,47,45-50%,0.048,12.89,29.76,664.07,0,2858.2,1396.06,2.5,16.75,0,0,0,51.16,6.3,31.04,2.09,5.2,16.4,37.5,43.1,3.9,22.3,3.78,7.5,83.5,9,35.3,8.8,5,0.1,49.1,1.7,5,10,521254,117,NeWest Residents
06037212610,4074,Los Angeles,-118.3138698,34.0598448,34.62,68,65-70%,0.048,12.89,29.76,664.07,0,2676.76,1306.84,1,10,0.02,0,0,50.09,6.17,38.64,3.91,7,22.7,38.8,48.2,8.8,31.6,5.61,9.4,79.6,11,33,8.1,5,0,52.1,1.8,7,14,590867,166,Downtown Melting Pot
06037212702,3635,Los Angeles,-118.3261907,34.0585147,26.58,53,50-55%,0.048,12.89,29.76,664.07,0,2453.21,1535.46,0.5,3.3,0.1,0,0,49.86,6.14,35.24,4.76,5.66,4.3,16.9,21.5,10,23.2,4.33,8.6,76.5,14.9,16.3,23.1,8.8,0,49.5,2.2,6,11,652642,123,Enterprising Professionals
06037214000,3898,Los Angeles,-118.348502,34.0748535,17.64,32,30-35%,0.048,12.05,27.11,664.07,0,2013.36,1745.17,1,16.6,0.08,0,0,51.15,6.3,28.2,3.91,6.95,2.6,3.9,21.1,7.3,14.7,2.8,18.2,69.6,12.2,3,91.3,0.7,0.1,3.4,1.4,4,7,717679,111,Urban Chic
