ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037572400,1152,Long Beach,-118.2108384,33.8248551,35.29,69,65-70%,0.042,11.21,20.9,220.01,21.495,7335.03,2869.97,2.25,13.25,0,12,1.25,55.3,6.81,55.45,4.04,7.08,17.2,3.9,46.6,12.4,,5.18,12,75.6,12.4,37.8,5.1,31.6,0.3,23.1,2,7,14,82184,40,Pleasantville
06037572500,3365,Long Beach,-118.2182796,33.8165383,59.69,96,95-100% (highest scores),0.042,11.21,32.7,220.01,11.552,9676.11,467.94,5.4,5.5,2.27,22,2.5,58.53,7.21,72.09,6.89,9.55,28.4,12.4,65.5,25.3,22.7,8.28,15.9,64.6,19.5,39.5,11.1,26.9,0.5,18.5,3.5,10,20,317003,84,Social Security Set
06037572600,5370,Long Beach,-118.2140846,33.8071157,48.88,88,85-90%,0.042,11.21,32.71,218.3,0,26157.02,1210.72,7.9,32.75,3.94,22,1,60.36,7.43,70.09,5.37,9.25,22.6,10.9,39.1,8.7,19.5,6.57,13.1,76.2,10.7,45.2,4.4,10.9,0.1,36.9,2.5,9,18,362903,141,Urban Villages
06037572700,5499,Long Beach,-118.212716,33.801549,48.35,87,85-90%,0.042,11.21,31.85,220.01,0,20466.8,1167.61,1.2,23.05,3.13,22,0.2,55.67,6.86,69.64,6.15,9.19,21.5,11.7,48.1,12.7,14.6,7.05,13.4,74.3,12.3,37.8,3.7,9.4,0.2,45.6,3.2,9,18,310432,154,Urban Villages
06037572800,839,Long Beach,-118.2212087,33.7952959,66.79,99,95-100% (highest scores),0.042,11.21,36.66,220.01,0,27471.53,595.7,7.15,24.25,11.41,22,5.4,59.91,7.38,72.09,,9.55,,,91.5,34.6,49.1,9.05,15.6,80.5,3.9,19,25.3,38.6,1.5,9.4,6.2,10,20,53008,52,High Rise Renters
06037572900,5250,Long Beach,-118.2113097,33.7930319,55.29,93,90-95%,0.042,11.21,29.19,220.01,0,20253.17,1559.97,1.75,9.5,10.6,11,3.05,57.87,7.13,63.37,5.85,8.12,38.8,24.5,59.5,11.7,31,7.76,17.9,75,7.1,70.2,2.7,8.6,0.1,16.6,1.7,10,19,308226,164,Las Casas
06037573002,3990,Long Beach,-118.1915444,33.793484,51.06,90,85-90%,0.042,11.21,29.12,220.01,0,11638.87,768.58,0.5,15.9,0.07,11,0,45.97,5.66,88.36,7.89,9.89,39,31.6,74.9,11,39.8,9.02,20.6,76.1,3.3,71.4,3.3,16.6,0.4,7,1.3,9,18,264736,106,Fresh Ambitions
06037573003,1802,Long Beach,-118.2020691,33.7943972,52.24,91,90-95%,0.042,11.21,29.12,220.01,0,15151.88,1062.94,0,19.5,1.03,11,1,53.56,6.6,87.72,6.45,9.81,28.2,18.3,42.8,7.6,47.6,7.92,13.5,78.7,7.8,46.6,18.7,14.8,0.4,16.9,2.6,10,19,231380,71,International Marketplace
06037573004,5153,Long Beach,-118.1964734,33.7934906,49.35,88,85-90%,0.042,11.21,29.12,220.01,0,13287.33,934.06,0.25,18.5,0.04,11,0.2,46.93,5.78,84.87,6.21,9.45,31.9,13.5,65.8,17.4,44.7,8.54,20.2,75.9,3.9,61.8,8.3,21.5,0.3,6.3,1.9,9,18,349467,151,Fresh Ambitions
06037573100,7165,Long Beach,-118.197509,33.7998434,49.99,89,85-90%,0.042,11.21,29.12,220.01,0,11952.5,798.55,2.75,11.3,0.14,11,4.2,53.01,6.53,99.66,5.74,11.31,29.2,13.8,40.2,8,25.2,7.66,15.7,77.4,6.9,48.1,10.5,22.6,0.4,16,2.4,9,18,770775,267,International Marketplace
06037573201,4930,Long Beach,-118.1853182,33.8006191,61.46,97,95-100% (highest scores),0.042,11.21,29.12,290.6,0,8930.87,657.25,4.5,11.5,0.36,11,7.5,56.19,6.92,81.84,7.83,9.57,46.7,25.5,56.9,13.5,34.7,8.88,17.6,76.2,6.2,60.5,4.6,14,0.1,18.8,1.9,10,20,329310,156,Fresh Ambitions
06037573202,6230,Long Beach,-118.1850191,33.7934864,51.56,90,90-95%,0.042,11.21,29.12,220.01,0,9823.74,898.05,1.1,12.5,0.25,11,0,49.16,6.05,88.45,6.43,9.9,38.8,11.2,63.1,15.9,29.2,8.51,16.7,78.2,5.1,58,3.2,17,0.2,20.1,1.5,10,19,413645,218,Las Casas
06037573300,4323,Long Beach,-118.1757078,33.7932911,53.51,92,90-95%,0.042,11.21,28.55,290.27,0.002,8524.78,1365.15,8.65,19.9,0.32,0,0.8,51.52,6.35,66.28,7.4,7.69,41.5,18,72.4,17.6,44.4,8.43,16.2,77.9,5.9,37,3.5,15.9,0.2,41.8,1.6,10,19,255632,136,Fresh Ambitions
06037573401,1439,Signal Hill,-118.1796451,33.8128912,38.94,74,70-75%,0.042,11.21,24.26,296.74,0,16622.73,2106.79,11,30.6,0.44,11,11,64.2,7.91,40.65,4.72,7.73,16.8,8.4,33.5,8.3,18,4.92,14.9,76.3,8.8,38.2,27.4,10.8,0.4,19.2,4,8,15,182170,51,City Lights
06037573402,6430,Signal Hill,-118.1691428,33.8016982,43.19,80,80-85%,0.042,11.21,27.03,296.76,0.013,8732.79,1317.13,40.2,81.8,1.34,0,7.2,61.33,7.55,41.95,5.31,7.82,18.1,5.8,45.6,12.9,18.4,5.72,14.9,77.7,7.4,36.2,25.2,14,0.2,20.4,3.9,9,17,897119,229,City Lights
06037575101,4754,Long Beach,-118.1623973,33.7881302,54.84,93,90-95%,0.042,11.21,25.99,287.16,0.043,7988.11,1159.87,8.8,17.1,1.18,0,0.1,50.84,6.26,86.41,6.96,10.64,37.3,17.9,56.5,12.6,36.2,8.76,17.6,78.1,4.3,50,9.6,15.5,0.3,21.8,2.8,10,19,406170,152,International Marketplace
06037575201,4667,Long Beach,-118.1767949,33.7864873,51.55,90,90-95%,0.042,11.21,29.12,220.01,0,8988.9,1185.08,4,15.75,0.16,0,0,45.36,5.59,130.75,6.29,12.73,41,18.9,63.3,16,32.8,9.23,16.6,77.2,6.2,48.9,3.1,17.8,0.1,27.8,2.1,10,19,340907,148,Fresh Ambitions
06037575202,4916,Long Beach,-118.1704604,33.7858671,45.96,84,80-85%,0.042,11.21,26.84,220.01,0.004,8546.11,1048.54,4,11.75,0.15,0,0,44.34,5.46,112.75,5.12,11.11,45.6,39.1,64.2,9.3,32.6,8.42,19.2,75.9,4.9,61,2.8,6.8,0.1,28,1.4,9,17,231665,164,Las Casas
06037575300,4947,Long Beach,-118.1850264,33.7862258,54.49,93,90-95%,0.042,11.21,29.12,220.01,0.621,10236.92,946.81,0,9,0.06,11,0,48.38,5.96,127.37,6.38,12.42,47.5,24.4,73.6,14.5,22.7,9.14,18.2,73.7,8.1,58.6,2.7,15.8,0.5,20,2.3,10,19,328343,160,Fresh Ambitions
06037575401,5155,Long Beach,-118.200174,33.7863532,67.2,99,95-100% (highest scores),0.042,11.21,29.12,220.01,1.427,14453.79,820.59,0,57,1.2,19,2.5,60.22,7.42,116.32,6.19,11.4,54.2,24.9,79.1,14.2,23.7,9.06,19.8,76.5,3.7,76.9,5.7,11.5,0.2,4.5,1.3,10,20,212761,146,Las Casas
06037575402,4065,Long Beach,-118.1915438,33.7862264,56,94,90-95%,0.042,11.21,29.12,220.01,1.613,11328.4,808.09,0,16.8,0.07,11,0,49.85,6.14,91.22,7.26,9.1,62.7,27,71,15.4,39.3,9.12,19.8,76.8,3.4,77,3.7,11.7,0.5,5.5,1.5,10,19,223656,110,NeWest Residents
06037575500,76,Long Beach,-118.2146254,33.7868656,,,,0.042,11.21,34.15,220.01,0,16800.22,1109.69,19.15,39.5,13.48,24,13.5,66.58,8.2,130.75,,12.73,52.2,,89.2,,,,10.5,76.3,13.2,50,30.3,5.3,0,14.5,0,,,7122,4,High Rise Renters
06037600100,6657,Los Angeles,-118.2956255,33.9551471,46.44,85,80-85%,0.046,12.05,23.14,474.52,0,4614.59,839.01,0,9,0,0,0.2,41.06,5.06,112.18,7.54,11.89,30.9,11.2,71.5,16.3,45.2,9.18,18.4,74.4,7.2,55.1,0.9,42.1,0.2,0.3,1.5,9,17,489467,194,Fresh Ambitions
06037600201,4600,Los Angeles,-118.2972695,33.9482522,38.4,74,70-75%,0.044,12.05,21.91,491.1,0,4736.02,923.32,0,0,0,0,0,36.59,4.51,92.06,5.78,9.08,39.8,23.7,63.1,14.8,39.8,8.52,18.4,75.4,6.2,60.3,0.6,37.6,0,0.4,1.1,8,15,255391,140,Las Casas
06037600202,6205,Los Angeles,-118.2991423,33.9426036,37.74,73,70-75%,0.044,12.05,21.05,479.96,0,4823.64,943.53,0,0,0,0,0,36.43,4.49,83.79,9.58,8.01,31.7,10.6,67.6,16,38.7,8.41,17.2,75.3,7.5,51.5,1,45.5,0.2,0.4,1.3,8,15,464343,218,Fresh Ambitions
06037600302,3317,Los Angeles,-118.3046455,33.935475,43.61,81,80-85%,0.044,12.05,18.08,255.67,0,4836.56,651.54,18,5,0.1,0,4.35,46.41,5.72,92.95,7.83,7.86,19,,50.5,20.9,16.9,7.63,11.7,73.7,14.6,27.1,0.8,69.2,0.2,0.3,2.4,9,17,354422,175,Family Foundations
06037600303,3664,Los Angeles,-118.2983324,33.9355949,50.76,90,85-90%,0.044,12.05,21.82,255.67,0,4845.47,693.4,13.5,5,0.05,0,5.1,46.42,5.72,115.42,6.86,12.3,34.7,15.9,54.4,10.7,45.2,8.88,18.6,75.8,5.6,50.1,0.7,46.6,0.1,0.5,2,9,18,275397,132,High Rise Renters
06037600304,3424,Los Angeles,-118.2940128,33.9353608,50.61,89,85-90%,0.044,12.05,24.76,290.49,0,4888.74,759.37,6.75,0,0.02,0,4.2,43.51,5.36,115.42,9.32,12.3,42.5,13.5,75.3,14.3,39,9.44,19.7,75.7,4.6,58,1.5,38.8,0.1,0.2,1.4,9,18,180383,112,International Marketplace
06037600400,3986,Los Angeles,-118.3140872,33.9369542,44.92,83,80-85%,0.044,12.05,18.08,488.68,7.505,4845.05,741.01,5.6,0,0.06,0,0.95,46.36,5.71,142.9,8.3,11.31,16,0.8,43.1,18,24.2,7.87,12.4,72.5,15.1,12.8,1.7,81.9,0.1,0.8,2.7,9,17,495714,203,Family Foundations
06037600501,2478,Inglewood,-118.322075,33.9345627,38.44,74,70-75%,0.044,12.05,18.08,289.46,7.482,4901.14,624.93,1,0,0.01,7,0.1,43.54,5.36,99.24,9.77,11.46,8.8,0,32.5,17.8,18.3,7.17,10.8,70.8,18.4,13.4,1.1,81.8,0,1,2.6,8,15,375621,135,Family Foundations
06037600502,2355,Inglewood,-118.3307284,33.9280513,52.62,91,90-95%,0.044,12.05,22.67,249.29,6.035,4914.44,2786.31,2.9,9.1,0.46,7,0.5,58.83,7.25,90.2,7.18,10.66,25.8,10.2,26.7,13.7,10.7,7.26,12.7,76,11.3,49.5,1.9,45.6,0.3,1.5,1.2,10,19,174082,66,Urban Villages
06037600601,2461,Inglewood,-118.3220544,33.9418498,33.93,67,65-70%,0.044,12.05,18.08,276.67,7.596,4795.38,891.1,0.25,0,0,0,0,38.74,4.77,91.37,10,10.35,9.7,1.1,27.5,12.8,26.5,7.11,9.7,70,20.3,7.3,1.2,88.6,0.2,0.6,2.1,7,14,462551,131,Family Foundations
06037600602,2551,Inglewood,-118.3307594,33.9416202,39.21,75,70-75%,0.044,12.05,18.08,203.35,0.069,4751.91,836.81,0.25,3,0,0,0,35.03,4.31,103.72,8.79,12.12,38.6,14,75,9.8,44.1,9.09,19.8,75.8,4.4,62.9,0.6,33.7,0.2,0.5,2,8,15,104081,78,Las Casas
06037600702,4191,Inglewood,-118.3335012,33.9497147,35.31,69,65-70%,0.046,12.05,18.08,406.05,0,4310.5,1012.87,0,30,0.06,0,0,43.34,5.34,93.59,8.75,7.53,,0,35.7,13.2,22.4,6.61,11.8,75,13.2,18.4,2,75.6,0.2,1.2,2.6,7,14,716284,180,City Lights
06037600703,1914,Inglewood,-118.3365577,33.9584128,24.4,49,45-50%,0.046,12.05,18.08,172.72,0,3954.78,781.28,0,18.75,0.11,0,0.2,40.15,4.95,116.87,3.57,9.02,4.5,0.5,17.8,15.4,18.7,4.93,7.5,69.8,22.7,3.4,1.9,89.8,0.2,1,3.7,5,10,321045,79,Golden Years
06037600704,2971,Inglewood,-118.3237463,33.9545341,31.08,61,60-65%,0.046,12.05,18.08,403.07,0,4220.05,683.69,0,13,0,0,0.2,38.48,4.74,108.51,7.3,8.39,4.9,3.9,25.5,11.9,23.5,6.56,9.9,71.6,18.5,9.7,1.8,85.1,0.2,0.8,2.5,7,13,598564,159,City Strivers
06037600801,3245,Inglewood,-118.3221115,33.9654794,33.86,66,65-70%,0.046,12.05,17.22,397.12,0,3972.37,696.54,0,5.5,0.01,0,0.5,37.99,4.68,106.85,10.84,8.24,12.8,6.5,22.9,15.7,24,7.23,10.7,71.9,17.4,10.9,1.2,84.4,0.1,0.9,2.6,7,14,609154,176,Family Foundations
06037600802,2597,Inglewood,-118.3367197,33.9661039,37.32,72,70-75%,0.046,12.05,17.55,402.57,0,3689.43,756.19,0,6.75,0.11,0,2,43.25,5.33,100.39,8.11,7.72,12.4,4.7,21.5,16.2,27.4,7.01,9.8,73.5,16.7,11.2,3.5,81.2,0.5,0.5,3.2,8,15,529192,143,Family Foundations
06037600902,6613,Inglewood,-118.3522568,33.9720411,45.15,83,80-85%,0.046,12.05,20.59,172.72,0,2778.8,884.07,1.6,6.5,0.2,0,7,46.43,5.72,99.5,7.76,8.26,17.9,9.5,52.9,14.1,28.2,7.9,14.8,76.9,8.3,41.8,2.7,52.6,0.2,0.8,1.9,9,17,658582,278,International Marketplace
06037600911,3349,Inglewood,-118.3522115,33.9786571,32.99,65,60-65%,0.046,12.05,20.25,172.72,0,2708.39,1152.26,0.6,2.6,0.02,0,1.7,38.88,4.79,97.37,5.86,8.05,25.6,3.3,48.7,12.6,20.6,6.89,13.9,78.2,7.9,53.8,7.6,34,0.2,1.7,2.6,7,13,452906,152,City Strivers
06037600912,5517,Inglewood,-118.3411003,33.9771678,38.48,74,70-75%,0.046,12.05,18.43,405.81,0,3293.86,792.6,1,0.75,0.04,0,2.5,41.23,5.08,97.43,4.63,8.06,37.8,18.7,57,16.1,28.7,7.58,15.8,77.8,6.4,76.4,2.8,18.3,0.2,0.8,1.5,8,15,302978,161,Urban Villages
06037601001,2154,Inglewood,-118.3486875,33.9643251,39.7,76,75-80%,0.046,12.05,33.44,172.72,0,3301.34,657.7,1.1,3.75,0.11,0,3.7,44.39,5.47,73.99,5.8,9.15,17.1,7.6,60.6,12.2,23.9,7.26,8.7,67.8,23.5,19.4,3.7,70.8,0.2,2.7,3.2,8,16,312692,88,Social Security Set
06037601002,5311,Inglewood,-118.3475932,33.9565607,45.67,84,80-85%,0.046,12.05,38.92,172.72,0,3585.62,721.95,0.1,6,0.21,0,0.7,43.18,5.32,86.44,9.79,11.33,22.6,15.6,47.1,14.7,25.7,8.59,14.6,78,7.4,43.1,2.1,49.6,0.2,3.4,1.7,9,17,530006,219,International Marketplace
06037601100,6533,Inglewood,-118.3482313,33.9490818,45.06,83,80-85%,0.046,12.05,38.92,204.82,0.019,3928.79,869.69,0,3.75,0.22,0,0,43.19,5.32,70.97,6.54,8.87,40.8,15.9,66.3,16.1,37.6,8.47,16.4,74.9,8.7,58.5,2.8,33.2,0.3,3.4,1.7,9,17,461126,227,International Marketplace
06037601202,4115,Inglewood,-118.3569389,33.9490727,40.54,77,75-80%,0.046,12.05,38.92,271.2,0.118,3603.38,706.17,0.1,5,0.06,0,0,42.57,5.24,85.27,4.8,11.51,43.3,26,49,9.6,23.6,7.73,14.3,78,7.7,90,3,5.1,0.1,1.5,0.3,8,16,232936,124,Urban Villages
06037601211,2823,Inglewood,-118.357722,33.962383,50.32,89,85-90%,0.046,12.05,38.92,172.72,0,2853.63,628.33,1.35,7.75,0.15,0,6.2,47.01,5.79,92.89,6.29,12.46,27.6,11.3,59.6,17.9,29,8.69,12.6,73.7,13.7,42.4,3,50.2,0.1,2.2,2.2,9,18,265752,127,City Strivers
06037601212,6511,Inglewood,-118.3570019,33.9558199,43.15,80,80-85%,0.046,12.05,38.92,172.72,0,3250.28,491.73,0.5,2.05,0.06,0,0.5,37.5,4.62,92.89,7.79,12.46,40.2,17.1,63.3,16.9,36.2,9.34,16.3,78.2,5.5,66.5,2.6,28.6,0.2,0.9,1.2,9,17,486378,237,International Marketplace
06037601301,1915,Inglewood,-118.363824,33.9791778,27.8,56,55-60%,0.046,12.05,20.25,396.08,0,2395.47,1063.97,1.25,0.3,0.03,0,0.4,39.5,4.87,78.93,7.2,6.82,8.3,3.6,18.2,15.2,14,5.71,10.2,77.2,12.6,19.6,14.4,57.8,0.2,3.7,4.2,6,12,382563,82,City Lights
06037601302,6856,Inglewood,-118.3644426,33.9692979,47.6,86,85-90%,0.046,12.05,22.65,172.72,0,2555.17,2061.59,9.45,23.3,1.01,0,7.7,56.56,6.97,93.44,5.73,7.89,15.8,6.2,40.7,16.5,20.4,6.83,14.8,79.4,5.8,25.8,3.6,65.7,0.2,1.4,3.3,9,18,1106551,284,City Strivers
06037601303,4879,Inglewood,-118.3617818,33.9741892,42.74,80,75-80%,0.046,12.05,20.25,172.72,0,2500.93,1257.96,1.6,1.35,0.1,0,4.7,43.56,5.37,99.89,6.91,8.28,18.7,9.6,61.5,15.5,28.1,7.97,14.3,77.8,7.9,34.3,2.6,58.5,0.4,1.5,2.7,8,16,528237,161,Metro Fusion
06037601401,4683,Inglewood,-118.3700611,33.9590575,64.99,98,95-100% (highest scores),0.046,12.05,38.92,204.02,0,2641.38,2485.36,26.25,66.3,7.71,0,3.25,61.93,7.63,86.66,8.42,11.71,24.4,11.7,53.7,12.7,26.3,8.52,13.1,80.6,6.3,58.9,5.1,32.4,0.3,1.9,1.4,10,20,457818,182,Metro Fusion
06037601402,5059,Inglewood,-118.3657334,33.9509443,50.57,89,85-90%,0.046,12.05,38.92,289.01,0.004,2967.03,3193.46,16.45,29.55,1.86,0,0,58.14,7.16,92.06,3.45,12.36,41.5,18.1,41.5,9,24.5,7.06,13.8,78.9,7.3,88.2,4.2,5.3,0.2,1.5,0.7,9,18,299529,144,Urban Villages
06037601501,3890,Inglewood,-118.3633462,33.9436514,50.7,90,85-90%,0.044,12.05,38.92,288.68,5.692,3371.02,2460.31,10.4,22.3,0.02,0,0,54.45,6.71,65.34,3.25,10.49,54,23.2,71.3,14,35.2,7.56,18.5,76.6,4.9,89.9,1.9,6.5,0.1,1.1,0.4,9,18,197126,109,NeWest Residents
06037601502,3963,Inglewood,-118.3635823,33.9400821,63.03,98,95-100% (highest scores),0.044,12.05,38.92,287.37,5.511,3822.37,3005.12,20.4,29.25,0.05,0,0.2,58.26,7.18,68.69,8.66,11.11,50.1,14.9,70.5,10,37.1,8.78,18.7,76,5.3,94.4,1.9,1.9,0.1,1.4,0.3,10,20,191219,134,Las Casas
06037601600,4375,Inglewood,-118.3638538,33.9348001,65.05,98,95-100% (highest scores),0.044,12.05,38.92,287.5,4.756,4095.51,2827.76,10.4,39.3,0.1,0,2,61.16,7.53,68.69,6.04,11.11,48.3,31.7,51.3,12.8,39,8.64,17.3,75.4,7.3,92.5,2.5,2.2,0,2.2,0.5,10,20,184291,146,Las Casas
06037601700,5646,Inglewood,-118.3498384,33.935217,54.8,93,90-95%,0.044,12.05,38.92,255.67,15.451,4611.89,2630.69,0.8,6,0,7,0.2,54.01,6.65,63.66,6.79,10.07,51.9,20.7,61.1,7.6,41.9,8.24,16.9,78.7,4.4,91,1.7,4.7,0.1,1.9,0.6,10,19,211479,186,Las Casas
06037601801,3789,Inglewood,-118.3504258,33.9436357,44.96,83,80-85%,0.044,12.05,38.92,290.56,15.256,4151.58,1015.03,0,1.5,0.1,0,0,46.63,5.74,53.61,5.6,8.18,60.4,21.4,65.2,13.9,37.2,7.83,17.6,78,4.4,90.3,1.8,4.8,0.2,2,1,9,17,162570,135,Las Casas
06037601802,4658,Inglewood,-118.3504318,33.9400113,44.23,82,80-85%,0.044,12.05,38.92,255.67,15.388,4443.3,909.79,0,3.3,0.02,0,0,44.47,5.48,68.31,5.49,11.03,48,23.6,51.7,10.3,29.6,8.07,18,77,5,94.8,2.1,1.7,0.1,0.8,0.5,9,17,252853,164,Las Casas
06037601900,5685,Inglewood,-118.3395043,33.9415861,45.45,84,80-85%,0.044,12.05,21.99,286.02,0,4586.06,1277.4,0.1,4.5,0.08,0,0,39.85,4.91,104.06,6.78,12.17,48.6,17.4,64.5,15.4,33.6,9.26,19.1,76.6,4.3,82.4,1.3,13.9,0.1,1.2,1.1,9,17,244387,182,Las Casas
06037602002,3195,Hawthorne,-118.3402541,33.9274077,60.64,97,95-100% (highest scores),0.044,12.05,23.9,365.26,6.279,4851.91,2995.35,8.85,20,0.31,7,0,62.28,7.67,59.18,6.99,7.71,36.4,26.6,50.8,15.6,28.1,7.91,16.2,78.4,5.4,76.8,3.8,14.1,0.1,4.2,1.1,10,20,169582,89,Urban Villages
06037602003,5124,Inglewood,-118.3393882,33.9343496,46.05,84,80-85%,0.044,12.05,20.98,255.06,0.003,4886.51,1949.42,0.5,3,0,7,0,43.65,5.38,95.84,5.09,11.27,49.9,26.5,63.3,12.7,33.7,8.57,18.7,75.3,6,80.5,1.8,14.6,0.2,1.3,1.5,9,17,261092,179,Las Casas
06037602004,4126,Inglewood,-118.3306448,33.934328,45.18,83,80-85%,0.044,12.05,18.08,290.05,0.125,4907.11,688.21,1,0.75,0.01,7,0,41.06,5.06,104.23,7.17,12.19,52.7,14,53.2,10.6,39.7,8.93,16.4,77.3,6.3,73.2,0.8,23.6,0,1.7,0.7,9,17,212726,105,Urban Villages
06037602103,6992,Hawthorne,-118.3567382,33.9283066,51.78,91,90-95%,0.044,12.05,32.96,394.99,3.268,4770.29,1758.15,6.9,7.25,0.01,0,1,53.36,6.57,66.69,6.09,9.45,37,18.5,51.1,10.5,30.8,7.88,15.7,75.7,8.6,68.3,4.8,19.7,0.3,4.7,2.2,10,19,513553,263,International Marketplace
06037602104,5416,Hawthorne,-118.3483855,33.9278066,51.62,90,90-95%,0.044,12.05,32.14,390.89,1.738,4840.72,2036.88,9.5,6.3,0.04,7,0,56.91,7.01,63.56,5.53,8.86,32.9,13.1,54.3,10.2,31.2,7.36,16.3,77.5,6.2,63.4,3.9,25.3,0.3,5,2,10,19,520432,203,International Marketplace
06037602105,4273,Hawthorne,-118.3481425,33.9200581,55.44,94,90-95%,0.044,12.05,30.76,320.15,0.008,5054.43,998.5,14.5,19.05,0.08,7,0,54.42,6.7,78.54,7.64,10.73,39.9,15.2,60.3,7.5,28.2,8.27,15.8,77.3,6.9,66.6,6.4,19.5,0.4,5.5,1.6,10,19,331078,163,International Marketplace
06037602106,5702,Hawthorne,-118.3581593,33.9204031,39.25,75,70-75%,0.044,12.05,30.76,402.69,0,5103.6,850.35,6.9,6.6,0,0,0.5,44.49,5.48,78.54,6.39,10.73,18.4,17.7,38.6,10,12.6,7.16,13.7,78.4,7.9,55,11.2,20.2,0.3,10.6,2.8,8,15,615863,221,International Marketplace
06037602200,7314,Hawthorne,-118.3695802,33.9231962,41.63,78,75-80%,0.044,12.05,30.83,399.56,0.002,4721.41,1982.59,10.3,48.3,1.15,0,2,59.86,7.37,52.63,5.73,7.57,23.9,5,47.2,8.3,15.2,5.65,13.6,78.5,7.9,50.2,26.5,10,0.2,10.3,2.8,8,16,1044124,288,City Lights
06037602301,6265,Hawthorne,-118.3657428,33.9067458,39,74,70-75%,0.044,12.05,30.76,374.29,0,5409.42,3181.11,4.5,13.65,0.11,0,0,50.37,6.2,78.54,5.05,10.73,19.4,11.1,20.9,9.3,15.9,6.29,12.7,76.4,10.9,54.8,29.4,3.6,0.2,8.7,3.3,8,15,650454,181,Urban Villages
06037602302,3477,Hawthorne,-118.3742902,33.9051125,30.6,61,60-65%,0.044,12.05,30.76,255.6,0,5640.64,2623.07,13.75,67.25,2.54,0,0.2,57.39,7.07,73.86,4.05,10.16,7.7,2.8,14.1,6.6,11.3,4.33,12.4,73.3,14.3,20.4,61.3,2.4,0.2,11.3,4.4,7,13,891937,172,Pleasantville
06037602402,6769,Hawthorne,-118.3568525,33.9091622,36.55,71,70-75%,0.044,12.05,30.76,319.98,0,5168.11,907.43,3.55,4.9,0.02,0,0,42.13,5.19,78.37,5.02,10.71,29,16.3,45.5,9.3,17.2,7.04,13.5,76.6,9.9,58.5,19.6,10.1,0.2,9,2.5,8,15,556664,198,Urban Villages
06037602403,5230,Hawthorne,-118.3481183,33.9130743,47.36,86,85-90%,0.044,12.05,30.76,320.15,0,5079.94,1025.09,9,15.75,0.08,0,0,47.57,5.86,78.54,6.64,10.73,24.5,19.1,52.3,11.2,22,8.08,15.7,77.4,6.9,59.7,8.5,20.8,0.2,8.6,2.1,9,18,481546,195,International Marketplace
06037602404,5863,Hawthorne,-118.3481533,33.906025,35.36,69,65-70%,0.044,12.05,30.76,320,0,4998.2,1019.47,2.1,0.3,0.01,0,0.2,40.45,4.98,78.54,4.55,10.73,25.5,15,44.5,9.9,24.7,7.1,15.2,77.4,7.4,58.2,9.8,18.5,0.1,11.3,2.1,7,14,646973,228,International Marketplace
06037602504,4407,Hawthorne,-118.3373323,33.9055479,42.33,79,75-80%,0.044,12.05,23.4,255.67,0,4955.72,1473.48,3.2,2,0.05,7,0.2,46.61,5.74,78.54,5.23,10.73,20,13.1,53.7,10.2,23.2,7.37,16.8,79.1,4.1,44.1,5,38.5,0.2,9.6,2.5,8,16,538387,147,Metro Fusion
06037602505,4072,Hawthorne,-118.341667,33.9055546,47.12,86,85-90%,0.044,12.05,23.82,378.31,0,4988.58,1387.73,2.1,0,0.02,7,0.2,45.95,5.66,78.54,6.64,10.73,27.7,10.2,62.3,12.9,30,8.33,19.2,76.9,3.9,52.8,5.2,35.4,0.2,4.5,1.9,9,18,421463,121,Metro Fusion
06037602506,4329,Hawthorne,-118.3308401,33.9073761,42.65,80,75-80%,0.044,12.05,23.4,255.67,0.007,4948.24,756.94,5.15,18,0.06,7,0,48.47,5.97,66.13,5.62,8.91,28,7.1,53.4,11.3,26.8,7.14,15.4,80.3,4.3,35.9,4.4,49.2,0.1,7.9,2.4,8,16,463405,135,Metro Fusion
06037602507,4156,Hawthorne,-118.3308405,33.9037379,44.78,83,80-85%,0.044,12.05,23.4,255.67,0.01,4978.57,1017.4,1.1,20.5,0.02,7,0,47.33,5.83,67.04,8.24,9.05,18.2,10.3,53.8,11.7,26.3,7.68,15.5,78,6.5,36.5,5.4,49,0.2,6.5,2.4,9,17,578504,144,Metro Fusion
06037602508,7022,Hawthorne,-118.339504,33.9128073,53.55,92,90-95%,0.044,12.05,23.84,378.8,0.025,4956.7,1466.66,22.7,40.25,0.46,7,0,60.29,7.43,78.54,5.99,10.73,25.3,13.9,43.1,5.7,22.4,7.21,17.2,76.9,5.9,52.5,5.3,34.8,0.1,5,2.2,10,19,685881,223,International Marketplace
