OBJECTID,Ozone Pctl,PM 2.5 Pctl,Diesel PM Pctl,DrinkingWater Pctl,Pesticides Pctl,Tox Releases Pctl,GroundWater Threats Pctl,Asthma,Asthma Pctl,Cardiovascular Pctl,Education Pctl,Poverty Pctl,Children < 10 (%),Elderly > 65 (%),Hispanic (%),White (%),Asian American (%),Other (%),Shape_Length,Shape_Area
1,82,53,89,62,19,42,0,22.63,12,17,19,15,14.9,12.4,10.7,40.2,41.5,3.5,13460.21817,8807436.426
2,82,53,80,70,26,44,0,46.83,52,57,19,15,8.9,21,20.5,60.4,12.3,3.2,7917.036802,3330251.094
3,82,43,28,70,0,38,0,33.43,31,31,19,21,8.5,18.9,12.3,69.4,12.3,3.1,14017.22185,10700863.76
4,82,53,28,70,0,45,0,46.83,52,57,23,15,9.7,15.3,23.2,51.1,17.7,2.8,5250.161446,1461149.232
5,82,53,23,70,0,46,22,46.83,52,57,24,28,10.6,13.7,24,47.3,20.7,3.4,6222.394919,1910700.603
6,78,43,14,65,0,28,75,51.04,58,46,11,30,9.6,18.3,11.2,70.4,10.5,4,15819.03724,6068196.324
7,82,53,28,66,0,44,72,53.22,60,50,40,22,8.6,19.2,17.8,61.1,13.5,3.4,8734.322779,3028330.183
8,82,53,30,70,0,45,41,48.26,54,41,65,83,15.1,9,54.4,24.2,12,2.4,6169.751699,1684400.329
9,82,53,49,70,0,46,56,43.68,47,34,74,65,14.3,11.8,55,23.8,15.7,1.8,6202.869526,1493863.408
10,78,43,8,45,0,23,44,50.35,57,52,30,51,9.2,11.8,13.3,74.8,3.9,4.4,10684.44183,2098585.76
11,82,43,24,66,0,45,27,46.82,52,57,49,26,9.2,17.5,16.1,56.8,17.8,3.9,13455.04022,6965807.451
12,82,53,60,70,0,57,59,44.99,49,52,33,24,10.1,16.6,29.1,50.4,14.4,2.4,11448.4148,5985240.396
13,82,53,60,70,0,48,0,46.83,52,57,49,60,11.2,7.8,33,38.2,20,3.1,5046.927279,1540276.543
14,82,53,60,70,0,51,71,35.68,35,23,65,72,14.2,6.7,52,23.1,13.3,2.6,7982.419387,3235378.138
15,82,53,45,70,0,49,43,51.76,59,62,70,53,12.8,9.3,42.2,31.6,17.6,2.9,6695.67317,2230552.76
16,82,53,44,70,10,47,24,45.7,51,39,93,86,16.2,5.4,75.4,8.9,12.1,0.9,4492.274461,856829.3721
17,82,53,44,70,17,47,9,63.65,73,85,80,72,14,8.4,61,18.2,15.3,2.1,5040.94579,1104738.537
18,82,53,44,70,0,48,25,63.65,73,85,66,53,12.5,13.9,42,33.5,17.7,2,6434.835594,1553217.518
19,82,53,44,70,0,47,62,48.45,54,46,68,36,15,9.8,54.5,27.6,13.5,1.8,6072.196797,2148161.566
20,82,53,30,70,0,45,67,62.27,71,65,30,28,11.2,13.9,22.8,54.4,15.3,4.4,5616.95465,1913120.614
21,82,53,30,70,58,46,73,45.23,50,41,65,37,11.9,13.5,35.3,42.4,15.6,3.6,6347.875363,2328580.5
22,82,53,30,70,0,46,46,51.56,58,45,49,55,11.7,19.5,28.3,46,18.6,2.7,4997.296984,1489459.075
23,82,53,30,70,0,46,38,62.27,71,65,96,94,18.6,4,77.6,8.6,10.1,1.1,2990.298164,525161.9705
24,82,53,30,70,0,46,54,33.3,31,13,42,55,15.2,9.1,44.5,26.6,17.5,2.7,3808.671865,906306.3165
25,78,53,12,70,0,44,2,34.99,33,26,18,7,11.6,17.1,8.4,73.6,11.8,4.4,7129.714304,3133122.21
26,82,53,30,70,43,45,50,34.48,32,23,24,16,11.1,15.5,16,61.7,16,2.8,9425.311399,3442244.4
27,82,53,30,70,0,44,59,56.87,65,56,9,16,9.8,18.7,12.3,67.4,14.4,3.3,6829.022659,2303784.726
28,78,43,8,61,0,34,0,52.49,60,49,6,0,8.9,11.7,6.7,71.5,16.5,3.6,10078.24123,5431784.708
29,82,53,36,70,0,47,79,63.55,73,72,84,79,16.2,7.3,72.8,14.6,7.7,2,4855.908008,1417336.693
30,82,53,44,70,0,47,29,60.99,70,67,93,90,18.9,2.2,90.2,5.2,2.8,0.9,3035.621507,520193.5154
31,82,53,32,70,0,46,54,63.55,73,72,77,88,17.7,5,70,15.5,7.7,1.7,3801.222826,905018.1881
32,82,53,44,70,15,48,0,63.65,73,85,83,86,16.8,5.6,69,14,11.7,2,3658.063704,830745.6751
33,82,53,68,70,80,47,78,36.4,36,23,52,68,11.9,3.3,39.2,30.5,18,3.7,3877.30608,829792.3423
34,82,53,67,70,58,48,24,53.78,61,71,73,66,14.1,9.8,54.5,29.5,9.4,2.3,5766.187137,1518766.534
35,82,53,86,70,78,48,67,24.53,15,10,3,21,8.5,8.8,12.6,61.2,12.6,4.6,8115.706354,3795748.483
36,82,53,49,70,53,46,41,35.51,34,33,21,34,9.7,18.3,17.5,64.3,10.6,3.9,6999.601685,2454821.991
37,82,53,43,70,61,47,80,43.28,47,35,39,35,10.8,12.4,23.3,58.3,10,3.9,4943.528796,1519118.915
38,82,53,58,70,81,47,15,40.24,42,54,12,16,11.9,10.3,13.6,52.5,19.1,5,4802.668487,941504.0674
39,82,53,67,70,82,47,73,25.61,17,8,20,55,9.5,16.7,12.7,51.2,26.7,4.1,6696.333876,1854186.279
40,82,53,50,70,23,46,22,38.24,39,42,17,33,11.3,18.4,14.5,67.9,11.1,3.1,6857.202992,2239356.009
41,78,53,50,70,0,45,22,35.92,35,36,16,14,10.9,15.7,15.5,67.1,10.9,3.5,6580.27637,2585137.363
42,78,53,9,60,0,44,22,35.6,35,34,19,27,10.6,16.4,12,70.3,12,3.7,12312.33055,6589747.525
43,82,53,71,70,77,48,65,40.24,42,54,14,18,8.8,12.5,11.7,61.4,16,4.8,4363.067898,1116204.847
44,82,53,86,70,69,48,75,40.24,42,54,10,21,10,20.7,9.1,77.1,5.3,5.6,8634.586301,3750784.632
45,82,53,58,70,55,47,59,34.51,33,39,24,31,11.2,13.9,13.7,64,12.4,4.4,7094.56037,2911416.462
46,78,53,58,70,11,46,4,40.24,42,54,17,11,10.7,16.8,7.5,79,7.9,2.5,7459.079472,2354325.3
47,78,53,10,66,20,46,4,33.41,31,36,6,9,9.5,24.3,7.7,78.5,7.8,4.1,9217.025629,3586112.547
48,78,53,44,66,0,48,72,32.58,29,37,25,18,13.3,13.9,9.9,77.2,5.5,4.5,9734.512448,3483513.756
49,78,53,33,62,0,47,65,32.01,29,37,20,41,10,23,7.7,76.4,6.2,5,11392.53053,4520067.904
50,82,53,78,70,0,48,86,35.69,35,45,2,19,11.6,18.2,9.9,75.2,5.7,4.8,7096.532489,3059708.948
51,78,53,19,66,0,50,9,28.89,23,29,9,18,11.2,16.3,7.8,80.4,5.8,3.5,11513.15506,6537890.054
52,78,53,14,43,19,47,0,14.77,3,8,5,5,10.8,15.8,5.4,84.4,5.7,3.4,20549.15974,11842427.24
53,74,53,6,44,38,50,0,10.37,1,5,7,21,11.3,11.8,6.4,85,3.7,3.2,57640.31089,77101283.76
54,74,53,17,19,12,45,32,16.64,5,19,9,26,14.8,10.2,5.6,81.6,8,3.1,32909.92178,40052172.79
55,78,43,14,44,23,44,65,13.83,2,8,6,17,10.6,11.7,7.4,80.9,6.5,3.3,20649.73557,15214830.82
56,78,53,31,55,23,46,84,22.78,12,27,21,29,9,22.2,5.5,81.8,7.7,3.8,30940.54812,14145134.47
57,69,41,35,19,11,26,48,19.43,7,28,9,5,11.9,11.2,7.6,79.3,8.8,2.8,11865.4822,5252719.379
58,69,41,15,38,34,27,76,9.91,1,4,7,10,8.8,17,7.8,82.7,6.4,2.1,45412.70872,61552549.85
59,74,41,19,44,12,25,0,21.17,9,39,46,39,10.7,11,16.4,71.9,6.7,3,14012.61972,8312802.454
60,74,43,10,19,7,30,4,18.44,6,26,15,19,10.6,8.3,8.9,75.6,9.4,3.6,14949.60479,14356733.63
61,74,43,20,19,15,31,32,18.88,7,28,6,11,11.5,8,8.4,76.7,8.7,4,31318.01106,33035877.22
62,69,43,6,19,29,33,0,3.98,0,0,6,28,9.6,12.5,6.6,89.4,1,1.8,45101.36662,41629755.94
63,69,41,17,36,16,26,44,24.38,15,28,11,8,10.3,11,10.2,72.2,10.1,4.6,8614.076804,2790332.451
64,69,41,12,45,19,25,0,19.08,7,29,2,4,9.9,11.6,6.1,82.9,7.4,3,12605.81372,7040888.992
65,69,41,4,19,31,27,0,9.46,1,3,31,23,7.8,14.4,11.9,78.4,3.2,2.8,71276.60434,133302235
66,69,43,4,19,28,39,0,6.09,0,0,11,12,4.2,5.6,9.3,73.2,8.9,4.1,45988.88047,54545726.97
67,69,53,4,19,14,49,43,11.36,1,9,19,16,8.2,18.3,6,86.5,3.6,2.2,40636.20083,31150895.84
68,91,4,2,89,48,9,68,34.89,33,48,62,45,9.1,15.2,22.4,69.5,1.8,2.6,210335.2905,885540646.8
69,91,11,6,97,24,8,36,23.33,13,68,40,56,14.3,7.7,30.2,53.6,9.2,3.2,160623.535,929795237.1
70,82,9,3,54,0,11,0,26.61,19,81,35,18,11.9,6.6,20.3,68.5,5.6,2.8,85468.43797,233821434
71,82,33,16,64,58,29,36,26.92,19,82,68,52,15.2,5.7,54.8,36.7,2,2.9,39331.84606,68942561.76
72,91,43,90,82,0,26,83,12.35,2,14,1,5,21,2.8,18.1,47.8,25.3,4.5,28824.36171,16817456.29
73,85,33,22,57,0,23,14,27.27,20,83,18,3,12.6,6.3,22.3,61.6,9.6,3.5,16316.04463,10959903.65
74,85,41,36,73,0,57,0,23.43,13,68,33,11,16.8,4.8,23.1,55,14.9,3.2,11396.08027,4365420.041
75,85,33,22,58,0,39,4,16.52,5,31,25,6,17.4,4.1,21.7,54.2,15,4.3,12534.02354,7461452.568
76,91,33,78,60,66,28,15,27.27,20,83,90,,0,0.2,59.4,9.9,0.4,0.8,24367.40724,16744163.78
77,82,43,14,87,0,24,50,27.74,21,20,6,23,11,7,16.9,55.5,18.9,4.3,50652.01954,75725422.44
78,91,43,9,74,45,15,22,18.42,6,68,22,12,14.3,7.7,18.6,51.8,21.8,3.4,57508.86095,100381934.9
79,91,53,25,79,0,16,0,17.05,5,58,17,6,16,5.9,14,59.4,20.7,3.2,12635.91031,5461824.996
80,91,43,32,79,0,22,58,12.11,1,17,15,6,17,4.7,13.5,52.3,26.6,4.3,32276.2511,50004222.72
81,78,53,58,70,0,46,61,35.87,35,43,9,18,11.1,13.7,10.9,74.8,6.9,3.6,6641.891687,2032860.875
82,82,43,18,79,0,41,33,28.58,23,10,,,0,12.5,25,50,0,25,14727.17105,7652269.109
83,78,66,13,70,0,59,0,43.41,47,82,61,62,9.7,10.1,28,56.1,10.4,3.7,5543.684706,1673645.978
84,78,66,10,66,0,58,0,35.97,35,62,18,3,9.6,13.4,15.7,66.5,13.5,3.4,11687.0372,3888959.93
85,74,66,20,70,0,59,0,43.41,47,82,67,80,13.6,8.5,37,48.2,7.5,4,4457.178633,957386.8154
86,74,66,26,70,0,60,2,43.41,47,82,58,56,11.5,11.6,37.8,49.4,8.1,3.2,4661.666121,1023555.592
87,74,66,22,93,0,61,47,33.52,31,53,40,26,8.8,17.9,12,76,7.6,3.3,10865.57876,3794525.986
88,74,69,21,71,0,60,32,31.22,27,39,41,54,7.9,14.4,18.5,67.9,8.6,3.7,15733.411,9263019.792
89,78,82,58,70,0,61,4,77.04,83,56,37,5,8.8,16,21.6,64,9.7,3.3,6024.687431,1737087.875
90,78,82,92,82,0,62,77,38.17,39,17,37,21,8.8,14.4,14.6,66.8,13,3.2,10148.44206,2428602.276
91,78,82,94,81,0,62,94,31.99,29,6,71,60,11.2,9.6,65.6,23.9,8,1.5,3682.501862,721187.0751
92,78,69,35,74,0,60,2,47.76,53,31,45,53,8.9,20.2,27,60,7.6,2.4,23425.57508,18963088.58
93,78,66,11,66,0,58,0,40.3,42,70,41,38,9.6,12.1,21.2,66,9,2.8,9361.454994,2975453.746
94,78,66,11,70,0,59,0,41.09,44,71,47,25,10.2,12.3,28.4,55.7,12.4,2.6,6096.599507,1823388.638
95,78,66,45,62,23,58,0,52.87,60,79,58,64,9.4,14.7,29,56.3,7.4,2.6,19442.79574,10884373.03
96,78,69,54,70,0,59,2,49.5,56,82,24,36,9.3,15.2,19.5,71,5.8,2.5,13756.15959,9008072.535
97,78,69,17,70,0,59,0,43.73,47,76,37,40,9.5,13.5,25.1,61.6,8.1,3.4,9191.33119,3663616.108
98,78,66,50,66,36,57,0,64.44,74,53,81,60,14.6,8.2,71.4,7.5,6.9,1.5,4873.116462,1387561.274
99,78,66,50,70,0,55,0,68.59,77,40,90,83,16.9,5.7,82.6,4.1,5.7,1.1,4295.773437,863631.5311
100,78,66,50,70,47,57,14,54.52,62,24,88,83,17.2,8.4,79.3,4.8,3.5,1.2,6982.205891,1597761.998
101,78,66,57,80,37,57,3,64.44,74,53,59,50,12.7,9.3,50.8,28.1,5.6,1.5,14546.51856,6575861.693
102,82,66,53,79,0,53,29,51.26,58,10,92,72,17.8,5.7,89.8,1,0.1,0.8,5455.594464,1598155.603
103,82,66,50,70,0,55,9,71.02,79,43,94,88,19.1,6.8,90.4,1.3,1.4,0.7,4077.984549,1038226.522
104,82,66,48,79,19,54,29,45.02,49,16,90,85,15.6,7.7,73.5,10.2,8,0.8,11196.05413,3925987.346
105,82,66,74,79,0,54,84,57.29,66,15,95,82,18.2,6.9,94,1.6,0.1,0.3,7019.810864,2211852.588
106,82,66,61,70,0,55,79,73.79,81,47,93,79,17.7,8.1,91.1,1.1,1.4,0.4,5400.133402,1777775.738
107,82,66,74,70,0,55,57,73.79,81,47,98,74,17.5,8.6,96.8,2.1,0.6,0.1,4583.486631,1000341.37
108,82,66,61,70,0,55,0,73.79,81,47,95,77,15.8,8.9,96.3,1.8,0.9,0.4,5959.643648,1027747.594
109,82,66,72,70,0,55,46,73.79,81,47,97,81,16.6,7.4,96.2,1.8,0.5,0.4,4034.86914,788628.7508
110,82,66,57,70,0,56,0,73.79,81,47,95,72,18.4,8.5,95.3,3.2,0.8,0.1,4172.838341,776224.365
111,78,66,68,70,0,56,15,73.79,81,47,94,80,18.5,7.1,97.3,1.4,0.5,0.3,4292.156076,872895.3641
112,78,66,64,70,0,56,0,73.79,81,47,98,77,16.5,8.7,96.6,2,0.3,0.2,4177.72247,780481.8177
113,82,66,50,70,0,55,9,73.79,81,47,98,99,21.2,5.5,95.5,0.9,0.3,0.5,4108.434648,813122.0212
114,78,69,71,70,0,59,92,73.67,81,46,96,96,19.5,4.3,94.5,2.9,0.3,0.6,5666.792074,1712446.07
115,78,66,56,70,0,57,64,73.79,81,47,84,86,18.1,6.1,76.7,5.5,3.7,0.7,6257.824575,2444775.743
116,78,66,71,70,0,59,84,73.79,81,47,88,64,16.5,7.5,93.8,3,2.3,0.4,5255.651105,1647890
117,78,66,70,70,0,59,55,73.79,81,47,91,90,17.1,6.2,93,3.4,1.8,0.5,4166.263867,774543.1162
118,78,66,65,70,0,57,32,73.79,81,47,97,86,17.1,9.9,87.7,3.3,7.1,0.7,5096.647645,882274.1972
119,85,66,31,70,0,50,0,64.44,74,53,67,59,13.5,10.1,67.1,19.7,5.8,1.9,8848.489357,3700330.625
120,85,66,31,66,0,51,0,64.44,74,53,82,64,14.1,8.5,76.3,16.2,3.4,1.5,8593.222317,2972111.398
121,82,54,10,74,0,50,0,64.44,74,53,66,29,11.4,10.2,58.9,27.5,7.2,1.5,13130.79678,5619157.553
122,82,66,20,81,0,52,50,63.87,73,52,74,54,14,9.1,68.6,16.9,9.1,1.6,18415.56571,4742108.641
123,82,66,24,70,0,52,0,64.44,74,53,75,44,14.4,11.6,76.4,15.7,4.6,0.6,7313.716128,2112274.308
124,82,66,36,79,0,52,0,43.35,47,5,85,79,17,6.3,84.9,7.5,2.3,1.3,6375.947027,1491156.165
125,85,66,31,79,0,52,0,56.71,65,36,88,70,15,7.4,88.9,7.7,1.3,0.8,5273.580716,1617334.299
126,85,66,31,70,0,51,9,64.44,74,53,84,68,16.3,5.4,79.8,10.1,3.3,0.7,5338.695703,1713078.75
127,85,66,61,62,0,49,9,64.44,74,53,60,42,14.5,10.3,70.8,18.8,6.1,1,7913.064085,3070018.935
128,85,66,31,70,0,52,0,64.44,74,53,82,86,16.5,16.3,76.2,14,2.5,0.8,2353.370215,341503.2548
129,85,66,31,70,0,51,0,64.44,74,53,88,88,19.8,3.3,86.8,4.5,4.3,1,2337.124136,340158.5351
130,91,54,91,70,0,48,36,64.44,74,53,60,24,13.2,7.4,63.8,20.1,7.4,1.6,13708.25919,8395858.237
131,85,66,62,70,0,57,62,64.44,74,53,84,58,15.4,9.3,85.4,11.3,1.2,0.6,7307.352861,3245333.284
132,91,53,29,92,0,46,0,46.16,51,32,28,9,9.2,16.1,15.9,55.8,20,4.8,22763.91268,22505486.87
133,85,54,88,66,0,50,46,64.44,74,53,78,69,16.6,8.2,85.4,8,3.6,0.5,9713.986123,3850253.533
134,85,53,59,70,0,48,0,53.41,61,46,16,3,9.3,17,13,65.5,15.6,3.3,7044.756762,1670138.51
135,85,53,61,70,0,48,0,53.41,61,46,20,3,10.5,16.7,22.3,58.6,12.6,2.8,7499.256451,2317432.069
136,85,53,44,70,0,47,0,51.4,58,43,33,10,8.8,13.3,13.5,62.6,18.1,2.8,12108.08204,6347378.217
137,85,54,75,66,0,49,0,53.41,61,46,10,28,9.6,21.9,16.1,63.5,14,3,11158.12919,3713996.862
138,85,54,70,70,0,49,0,53.41,61,46,54,29,10.8,16.1,34.2,42.4,17,2.9,8665.39363,2161209.976
139,82,66,73,79,0,52,48,60.74,70,45,90,84,18.1,7.3,89.4,5.5,1.4,1.2,5049.805429,1173333.67
140,82,66,73,79,0,51,9,59.37,68,42,65,38,14.1,9.1,63.9,9.6,21,1.5,7664.421292,1620449.744
141,85,66,32,79,0,53,25,59.89,69,43,91,69,14.7,8.1,91.5,6.1,1.6,0.2,4795.803524,1016250.673
142,85,66,57,79,0,53,25,59.2,68,41,82,55,17,5.7,85.3,5.6,6.4,1.3,5408.161523,1452661.542
143,85,53,45,70,0,46,0,28.38,22,44,24,3,9,17.8,9.4,60.6,22.8,3.8,5423.330394,1661160.743
144,85,53,82,70,0,45,0,28.38,22,44,14,25,8.5,19.3,9.7,54.8,31,2.6,6988.699415,3200173.149
145,85,53,50,70,0,46,0,25.75,17,27,15,1,8.2,16.2,8.9,56.8,29.9,2.9,13543.40373,3767331.113
146,85,53,47,62,0,45,0,28.38,22,44,8,30,10.1,18.6,10.1,62.8,21.5,2.8,5453.30941,1210674.513
147,85,53,90,70,0,44,0,27.09,20,38,22,4,13.4,11.5,7.3,41.6,45,3.9,11236.75286,4113852.576
148,82,66,72,70,0,52,0,50.8,57,9,70,56,10.8,26.8,57.4,29.2,9.6,0.9,9737.358771,3990262.92
149,82,66,70,70,0,51,0,51.84,59,42,34,20,11,13,37.7,37.7,18.2,2.7,5549.060989,1744819.178
150,82,66,70,70,0,51,0,53.41,61,46,60,46,11,13,43.8,32.7,16.6,2.6,6448.067313,1802960.046
151,82,66,73,70,0,53,0,69.28,78,29,75,39,11.8,13.3,75,14,6.5,1.6,6498.603348,1887958.393
152,82,66,74,79,0,53,51,61.07,70,12,84,68,15.2,9.9,92.6,3.1,2.4,0.8,7583.662761,1757618.276
153,82,66,63,70,0,54,0,61.6,71,22,73,40,13.2,11.3,70,15,10.2,1.6,7415.178153,3296156.944
154,82,66,58,70,0,54,0,57.23,66,18,75,44,12.9,10.6,64.9,17.9,10.8,1.6,4958.886664,1467747.074
155,82,66,65,70,0,53,0,74.19,82,36,66,37,12.5,11.7,60.5,23.8,9.7,2,5315.776911,1731401.827
156,82,54,64,70,0,52,0,48.53,54,34,49,45,12.1,13.2,42.1,35.3,16.9,2.7,6614.920052,2330151.631
157,82,54,60,70,0,52,0,59.29,68,34,59,45,11.5,13,46.2,33.3,14.7,2.5,6117.91189,2052849.917
158,85,54,70,70,0,50,22,53.41,61,46,40,28,12.7,13.2,39.2,39.3,15.4,2.5,5009.9752,1556348.684
159,85,53,56,70,0,48,22,50.9,57,42,52,29,9.3,16,29.2,49.9,14.7,3.3,9296.987896,2815743.368
160,85,53,51,70,0,49,22,51.41,58,43,33,42,10.7,14.3,27.3,50.2,16.2,3.2,7660.080402,2739857.356
161,85,53,48,70,0,48,0,32.27,29,41,21,10,8.5,18.8,14.9,58.8,19.7,2.7,9567.283127,4866108.779
162,85,53,41,70,0,50,22,39.34,41,42,21,36,9.2,15.8,18.1,41.4,32.5,3.4,5447.180666,1711963.246
163,85,53,44,70,0,48,22,25.4,17,27,27,13,9.6,19.2,20.7,56.9,16.3,2.9,8901.742149,3847405.761
164,85,53,47,70,0,50,0,29.16,24,13,51,51,8.9,9.5,29.3,37.6,23.2,4.3,7891.069474,2937271.879
165,85,53,47,70,0,51,0,38.7,40,44,25,36,8.4,19.1,21.4,50.2,19.2,3.3,6587.592103,2279103.892
166,82,53,61,70,0,51,0,50.36,57,34,54,39,11,14.8,32.1,41.3,20.5,2.7,6697.450316,2658348.191
167,85,53,83,70,20,45,0,34.83,33,31,17,17,6.6,20.8,13,66.8,13.8,3,9203.261216,5394839.134
168,85,53,60,70,0,50,57,49.36,55,51,33,27,9.2,20.8,19.6,57.4,15.8,3.1,8376.248619,3328227.929
169,82,53,60,70,0,47,0,41.76,45,43,42,23,9.2,19.2,19.3,54.8,18.8,3.3,7429.216384,2622046.971
170,85,53,49,70,0,50,80,47.69,53,51,57,34,11.5,14.3,40.3,36.1,17.2,2.7,7646.529595,3595744.462
171,82,53,48,70,0,52,2,47.45,53,64,26,3,7.8,21.1,17.8,64.8,10.7,2.6,9761.024676,5705234.757
172,85,53,41,70,0,51,0,26.08,18,15,3,96,0.1,0.2,31.7,26.8,12.4,4.6,8213.068192,2214406.579
173,82,53,41,70,0,51,51,49.9,56,75,21,57,7.8,9.2,22.6,43.1,21.8,4.2,7488.708276,1492540.713
174,85,53,41,70,0,50,0,33.2,31,24,12,61,8.8,10.6,24.7,40.1,24.4,4.1,6704.318109,2019466.222
175,85,53,41,70,0,51,79,45.03,49,53,24,49,10.2,9.1,33.2,36.6,20,3.6,6929.704558,2553271.224
176,85,53,41,70,0,50,32,59.01,68,67,23,40,8,21,17.5,55.6,18.8,3.4,8080.538626,2406453.036
177,85,53,38,70,0,50,24,55.72,64,61,82,82,17.3,5.4,79.4,10.8,6.9,1.2,4627.803088,1221361.821
178,85,53,53,70,0,52,51,38.1,39,36,55,55,13.5,9.9,46.2,33.4,12.2,2.9,7547.152257,2792396.378
179,85,53,37,70,0,51,77,44.38,48,57,61,79,14.6,7.7,57.4,21.6,14.8,2.2,4099.568082,1033192.064
180,85,53,37,70,0,50,51,41.83,45,33,69,67,12.4,9.8,51.4,24.3,14.3,2.8,4797.119654,1394955.652
181,82,66,57,70,0,54,0,74.68,82,56,70,49,14.8,6.4,45.6,10.3,37,1.8,4312.133016,1140525.097
182,82,66,57,70,0,54,0,54.21,62,23,65,69,11.8,11,58.7,21.7,13.4,1.9,5061.881949,1524231.596
183,82,66,60,70,0,54,0,74.12,81,55,86,79,15.8,10.3,66.1,13.3,12.9,2.5,5065.988796,1163925.536
184,82,54,60,70,0,53,22,80.01,85,64,49,34,10,14.4,36.9,31,25.2,2.3,6678.121539,2664304.38
185,82,54,60,70,0,53,22,80.01,85,64,24,14,11.4,14.6,32.5,45.2,14.4,2.7,5979.380586,1953860.021
186,82,53,63,70,0,53,0,62.57,72,43,33,44,10.4,16.7,27.2,50,15.2,3,9678.413944,3002494.811
187,82,53,69,70,0,54,44,74.48,82,57,43,55,11,13.3,39.2,39.8,16,1.8,6683.720409,2635960.659
188,82,54,70,70,0,55,44,67.06,76,47,58,45,9.4,12.4,39,36.5,16.9,2.6,6537.957411,2584431.167
189,82,66,60,70,0,54,0,80.01,85,64,95,98,23.1,2,90.6,3.3,1.6,0.8,2209.365784,300149.5152
190,82,66,60,70,0,54,0,80.01,85,64,100,99,22.3,1.8,92.9,1.7,2.5,0.6,2185.66435,291010.2462
191,82,66,79,70,0,55,9,48.2,54,22,90,97,18.5,3.8,82.5,7.1,4.2,1.6,3057.474297,555995.1373
192,82,66,57,70,0,54,0,72.86,81,54,91,93,20.5,4.9,83.4,4.4,7.8,0.9,3027.204645,493460.8226
193,82,66,57,70,0,55,0,80.01,85,64,89,97,21.2,2.2,86,3.8,5.2,0.8,2860.827175,475398.8981
194,82,66,62,70,0,55,0,58.81,68,32,88,90,17.7,5.3,75,5.1,15.4,1.3,3675.311228,815495.4324
195,78,66,68,70,0,59,22,68.45,77,40,78,30,12.2,9.6,70.5,9.7,16.9,2,5157.678774,1574723.795
196,78,66,59,70,0,57,15,73.79,81,47,92,61,14.2,8.5,86.5,5.3,6.8,0.8,7967.974575,2498272.772
197,82,66,57,70,0,55,0,70.5,79,42,87,62,14.2,7.9,86.4,6.4,5.3,0.6,4777.360041,1395900.557
198,82,66,57,70,0,55,0,66.23,75,36,87,81,15.5,8,89,5,3.8,0.7,6227.107222,1416441.706
199,82,66,57,70,0,55,0,48.29,54,15,79,74,13.6,13.1,68.9,11,14.5,1.3,3722.869284,629893.46
200,82,66,57,70,0,55,0,90.75,90,75,90,83,17.3,5,69.6,6.8,17.7,1.5,3451.973559,728736.4306
201,82,66,57,70,0,55,0,95.94,92,80,97,98,22.5,2.1,94.1,2.2,1.3,0.4,1715.569125,179944.6686
